_id,mese,anno,cod_amministrazione,amministrazione,sigla_provincia,cod_regione,giorni_assenza,numero_dipendenti,motivo_assenza,periodo_rif,timestamp_carico,note,flusso,Sigla Provincia,COD REGIONE,2motivo,giorni assenza
a9c66488ddcd084010061017,Maggio,2024,247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,CA,19,42,65,Permesso sindacale,202405,2025-06-06T19:24:20.078,,,CA,19,Permesso sindacale,42
f65c1cdf00c3d0cfaad894e0,AGO,2023,174,MINISTERO DELLA CULTURA,MI,02,24,3209,Congedo parentale,202308,2025-06-20T14:41:54.707,,,MI,02,Congedo parentale,24
2af244743ba15be7daee09e5,6,2024,118,?,PA,10,44,1591,Malattia,202406,2025-12-05T19:09:53.528,,,PA,10,Malattia,44
a4b9eca6992f476aa3e92295,1,2023,233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,VE,18,17,3424,Infortunio,202301,2025-11-02T05:40:04.360,,,VE,18,Infortunio,17
9ae2f1fd53f5f4211a5705bc,3,2024,266,CORTE DEI CONTI,FI,04,41,1354,Aspettativa non retribuita,202403,2025-06-24T03:42:39.488,,,FI,04,Aspettativa non retribuita,41
4ff88dd653309b46a9e462ff,2,2024,12,MINISTERO DELL'ISTRUZIONE E DEL MERITO,LE,12,18,2556,congedo parentale,202402,2025-04-18T09:16:11.259,,,LE,12,Congedo parentale,18
38538aa93e527af50ca03640,9,2024,56,MINISTERO DELLA DIFESA,BA,10,31,3761,Malattia,202409,2025-10-26T07:21:45.116,,,BA,10,Malattia,31
e6748c977e821049abfb9530,3,2024,162,ISTITUTO NAZIONALE DI ASTROFISICA,NA,17,34,3551,Malattia,202403,2025-08-14T17:39:51.068,,,NA,17,Malattia,34
2157c7710558e1e23cde6e11,6,2023,145,MINISTERO DEL TURISMO,RM,17,21,1121,Donazione sangue,202306,2025-02-10T18:33:45.977,,MENSILE,RM,17,Donazione sangue,21
b71e6854053aa9f53b735899,7,2024,188,AGENZIA DEL DEMANIO,MI,n.d.,38,1635,Permesso sindacale,202407,2025-09-10T00:58:13.458,,,MI,17,Permesso sindacale,38
251ba4ebd45f7fc3e564e29e,3,2024,288,MINISTERO DEGLI AFFARI ESTERI,AQ,14,52,2101,Malattia,202403,25.08.2025,,,AQ,14,Malattia,52
7c4bed82dfda55412bc1f668,9,2024,247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,VR,08,29,1834,Aspettativa non retribuita,202409,2025-07-30T18:20:01.113,,,VR,08,Aspettativa non retribuita,29
aff4200f58561b40567273fe,3,2023,162,ISTITUTO NAZIONALE DI ASTROFISICA,CZ,20,28,3022,Ferie,202303,2025-05-09T20:17:11.093,,,CZ,20,Ferie,28
69460d27a8f81e91b1d10b5d,11,2023,201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,BA,20,32,1692,Congedo parentale,202311,2025-06-28T20:11:44.050,,,BA,20,Congedo parentale,32
c15152b07ed586379508e75f,5,2024,78,AGENZIA DELLE ENTRATE,MI,14,33,1002,Permesso legge 104,202405,2025-04-07T06:40:30.081,,,MI,14,Permesso legge 104,33
62d3b8a579b8980d65fff601,8,2024,145,MINISTERO DEL TURISMO,CA,06,34,1764,Donazione sangue,202408,2025-04-23T03:35:05.963,,,CA,06,Donazione sangue,34
06b89c990c9f66700f5aaa3c,6,2024,188,AGENZIA DEL DEMANIO,NA,17,18,2379,Assenza per concorso,202406,2025-09-19T14:44:49.949,dato provvisorio,,NA,17,Assenza per concorso,18
80f835957f9e76f26009394f,2,2023,258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,AO,19,45,370,Malattia,202302,2025-06-23T08:16:23.884,,,AO,19,Malattia,45
745b9dd2767c32952ed97f50,3,2024,12,MINISTERO DELL'ISTRUZIONE E DEL MERITO,BS,04,58,1251,Donazione sangue,202403,2025-10-23T01:04:53.083,,,BS,04,Donazione sangue,58
4a762220982cec03ec85efaf,9,2023,162,ISTITUTO NAZIONALE DI ASTROFISICA,AN,14,55,3516,Permesso sindacale,202309,2025-05-03T21:44:31.490,,,AN,14,Permesso sindacale,55
f91f994198db438a77924cec,6,2023,56,MINISTERO DELLA DIFESA,TS,10,49,3986,Aspettativa non retribuita,202306,2025-11-05T13:51:25.058,,,TS,10,Aspettativa non retribuita,49
26fb1a2c61f68d6cc72f48cc,1,23,279,AVVOCATURA GENERALE DELLO STATO,PD,05,38,1273,Infortunio,202301,2025-02-10T23:17:41.731,,,PD,05,Infortunio,38
ec3074028f3eca2749789681,2,2024,91,ISTITUTO SUPERIORE DI SANITA',LE,01,34,2865,Congedo parentale,202402,2025-06-09T15:21:15.621,,,LE,01,Congedo parentale,34
49ee470ebc63833e9a1dc7fe,6,2023,258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,PA,06,23,1227,Ferie,202306,2025-03-13T10:11:56.989,,,PA,06,Ferie,23
12cc859f58a13f40bb4e044a,12,2023,162,,BA,20,31,769,Donazione sangue,202312,2025-05-07T14:48:21.687,,,BA,20,Donazione sangue,31
1e687d05681202e63c24e0fe,5,2024,12,MINISTERO DELL'ISTRUZIONE E DEL MERITO,VR,,51,3405,Congedo parentale,202405,2025-04-19T23:52:02.402,,,VR,19,Congedo parentale,51
39736228327851faef146f2a,7,2024,78,AGENZIA DELLE ENTRATE,GE,12,44 giorni,1670,Assenza per concorso,202407,2025-07-24T10:27:23.436,,,GE,12,Assenza per concorso,44
c89419c8d661f860cd37009e,3,2023,279,AVVOCATURA GENERALE DELLO STATO,PZ,18,35,3988,Malattia,202303,2025-04-14T17:23:10.744,,,PZ,18,Malattia,35
a3e279db359c9ea4db59ff82,3,2024,91,ISTITUTO SUPERIORE DI SANITA',RM,02,38,3091,Assenza per concorso,202403,2025-05-25T00:41:23.355,,,RM,02,Assenza per concorso,38
a0221acd4f2edbd25a199f4d,7,2024,201,?,CZ,14,42,3020,Ferie,202407,2025-10-29T21:09:29.031,,,CZ,14,Ferie,42
bde5b7876dcc502bc4e9cc90,7,2023,34,MINISTERO DELLA GIUSTIZIA,PA,13,43,1691,Infortunio,202307,2025-04-01T03:19:21.049,,,PA,13,Infortunio,43
0e16ce3793cc8c4651c7dfc5,8,2023,118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,TO,03,18,1427,Permesso sindacale,202308,2025-04-05T00:11:13.865,,,TO,03,Permesso sindacale,18
d692df92758579a9e1679336,3,2023,118,,NA,02,46,1801,Ferie,202303,2025-08-26T04:34:27.509,,,NA,02,Ferie,46
3c1dae065c717f50a3009765,8,2023,162,ISTITUTO NAZIONALE DI ASTROFISICA,FI,15,30,2003,Permesso sindacale,202308,2025-02-21T19:13:09.914,,,FI,15,Permesso sindacale,30
1fb99c8aca06c3a109a14484,Maggio,2023,174,MINISTERO DELLA CULTURA,LE,20,15,1832,Congedo matrimoniale,202305,2025-05-05T03:23:01.267,,,LE,20,Congedo matrimoniale,15
aa1c9a7d7401331a623498f2,AGO,2024,56,MINISTERO DELLA DIFESA,CZ,04,44,1977,Permesso legge 104,202408,2025-06-05T21:32:14.839,,,CZ,04,Permesso legge 104,44
90566f6b96b01b964760856b,11,2024,258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,AO,07,51,2403,Permesso sindacale,202411,2025-06-11T20:35:26.505,,,AO,07,Permesso sindacale,51
12d5d5cb204acc4d29092d32,8,2023,174,MINISTERO DELLA CULTURA,PD,18,49 giorni,1181,Permesso sindacale,202308,2025-06-08T07:34:35.188,,,PD,18,Permesso sindacale,49
f1ed72a7dea1f2ef83ca6278,7,2024,219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,TS,sconosciuto,23,491,Aspettativa non retribuita,202407,2025-11-04T16:26:07.124,,,TS,19,Aspettativa non retribuita,23
a75a693bd08c22a38a459e93,GIU,2024,145,,TS,13,30,3345,Assenza per concorso,202406,2025-11-25T04:39:14.075,,,TS,13,Assenza per concorso,30
1a3e69177b4f5a08b8994489,4,2024,118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,NA,18,27,161,Congedo matrimoniale,202404,2025-03-31T03:02:43.209,,,NA,18,Congedo matrimoniale,27
d72956a56ab8acac3180cdc5,12,2024,91,ISTITUTO SUPERIORE DI SANITA',CA,17,26 giorni,3827,Assenza per concorso,202412,2025-08-23T08:13:00.059,,,CA,17,Assenza per concorso,26
4bf2e6c33a0035734356d4ef,7,2023,162,ISTITUTO NAZIONALE DI ASTROFISICA,BO,09,43,374,Malattia,202307,2025-03-01T13:39:19.799,,,BO,09,Malattia,43
82833fe1c9ad6ac3f83e6ba9,8,2024,12,,PA,06,33,2631,Donazione sangue,202408,2025-10-24T06:09:20.131,,,PA,06,Donazione sangue,33
ea21d5a8a1a0d939472b27af,10,2024,247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,CT,18,49,1703,Congedo parentale,202410,2025-10-16T09:27:51.201,,,CT,18,Congedo parentale,49
568fc2f5911a83160d314ba2,9,2024,162,ISTITUTO NAZIONALE DI ASTROFISICA,RM,14,27,174,Congedo matrimoniale,202409,2025-10-09T15:42:24.149,dato provvisorio,,RM,14,Congedo matrimoniale,27
966e25a9ea37a458901d4bba,12,2023,12,MINISTERO DELL'ISTRUZIONE E DEL MERITO,MI,14,33,833,Aspettativa non retribuita,202312,2025-08-25T15:11:19.342,,,MI,14,Aspettativa non retribuita,33
76490451a52d01c33a7d3ccb,Dicembre,2023,174,MINISTERO DELLA CULTURA,NA,02,29,2091,CONGEDO MATRIMONIALE,202312,2025-05-28T06:43:54.388,,,NA,02,Congedo matrimoniale,29
05b2ad33e120be5a7a56cb1c,9,2024,127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,TS,09,45,397,Donazione sangue,202409,2025-04-23T05:58:16.390,,,TS,09,Donazione sangue,45
cf72821f89d902462e0ef8a6,7,2023,118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,TO,08,11,1088,Assenza per concorso,202307,2025-06-22T18:36:38.187,,,TO,08,Assenza per concorso,11
a9d315e23fb05709d2188219,12,2024,34,MINISTERO DELLA GIUSTIZIA,FI,10,22,3362,Congedo matrimoniale,202412,2025-10-21T12:53:11.617,,,FI,10,Congedo matrimoniale,22
57358173d2863aacbda2790c,10,2024,78,AGENZIA DELLE ENTRATE,LE,07,39 giorni,3777,Infortunio,202410,2025-07-07T02:15:14.082,,,LE,07,Infortunio,39
84104256655edb08dd1cacc9,2,2023,201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,AO,03,26,1989,Congedo matrimoniale,202302,2025-08-01T06:22:23.064,,,AO,03,Congedo matrimoniale,26
111c01c6d28ddcf62e9c935c,3,2023,145,MINISTERO DEL TURISMO,MI,19,18,2057,Permesso sindacale,202303,2025-04-17T09:31:08.244,dato provvisorio,,MI,19,Permesso sindacale,18
2199f69a391ea614da1a39af,9,2023,78,AGENZIA DELLE ENTRATE,CA,11,43,987,Permesso sindacale,202309,2025-09-23T02:57:40.938,,,CA,11,Permesso sindacale,43
e7f452e07bfb3a263e0cb613,Novembre,2023,174,MINISTERO DELLA CULTURA,PZ,02,42,1027,Permesso sindacale,202311,2025-10-11T03:13:02.100,,,PZ,02,Permesso sindacale,42
2e8a25661546bd352b692c63,Ottobre,2024,174,MINISTERO DELLA CULTURA,FI,10,55,3782,Malattia,202406,2025-02-19T12:21:58.254,,,FI,10,Malattia,55
858447d381f022d0ba517b61,3,2024,247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,FI,20,44,946,Congedo matrimoniale,202403,2025-02-17T21:58:43.835,dato provvisorio,,FI,20,Congedo matrimoniale,44
b2dda8226c1d3ac420ced51e,10,2024,91,ISTITUTO SUPERIORE DI SANITA',RC,02,37,139,Ferie,202410,2025-09-24T19:31:00.582,,,RC,02,Ferie,37
e1e98c328fbe3292ce61a3b1,6,2024,103,CONSIGLIO NAZIONALE DELLE RICERCHE,NA,06,29,3453,Congedo matrimoniale,202406,2025-07-11T14:10:49.828,,,NA,06,Congedo matrimoniale,29
9e2e2aa95184a6cebe5e70b8,10,2024,103,CONSIGLIO NAZIONALE DELLE RICERCHE,NA,09,10,519,Aspettativa non retribuita,202410,2025-05-22T06:05:09.519,,,NA,09,Aspettativa non retribuita,10
0398ffbfc2c3c96698edeee6,8,2023,78,AGENZIA DELLE ENTRATE,PA,17,51,32,Malattia,202308,2025-11-24T04:17:23.929,,,PA,17,Malattia,51
444b5ced158f7a3d9e8fcb30,6,2024,145,MINISTERO DEL TURISMO,BO,17,33,3402,Malattia,202406,2025-04-09T00:50:38.022,,,BO,17,Malattia,33
c9f5e0feb1d97bd8b7bb7168,10,2023,174,MINISTERO DELLA CULTURA,AO,16,41,3009,Aspettativa non retribuita,202310,2025-08-14T06:39:41.808,,,AO,16,Aspettativa non retribuita,41
572a836bbb55c76b51efea91,3,2024,174,MINISTERO DELLA CULTURA,PG,04,48,122,Infortunio,202403,2025-04-05T15:53:44.385,,,PG,04,Infortunio,48
ab4d0f3ed99faa5c9373dd4e,5,2024,?,MINISTERO DEGLI AFFARI ESTERI,NA,12,42,2044,Assenza per concorso,202405,2025-06-30T15:56:07.862,,,NA,12,Assenza per concorso,42
a5f4d84df2155244fb5c80a4,6,2024,233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,VR,14,46,3070,Malattia,202406,13.04.2025,,,VR,14,Malattia,46
6e15639d0f3c5df7676e6e53,5,2023,56,MINISTERO DELLA DIFESA,FI,07,14,2548,Permesso sindacale,202305,2025-02-28T06:28:45.181,,,FI,07,Permesso sindacale,14
465436a99ac536806f8c8ae5,8,2023,103,CONSIGLIO NAZIONALE DELLE RICERCHE,NA,07,33,3783,Permesso legge 104,202308,2025-06-10T22:04:23.217,,,NA,07,Permesso legge 104,33
66b240f660b64be09724bd69,8,2023,201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,BS,12,38,3744,Congedo matrimoniale,202308,2025-03-06T16:23:55.629,,,BS,12,Congedo matrimoniale,38
49d3d534c79ce3fe16533140,1,2023,188,AGENZIA DEL DEMANIO,PG,15,18,884,Congedo parentale,202301,2025-04-28T08:37:39.824,,,PG,15,Congedo parentale,18
c88982ee724977c591585317,1,2024,127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,BS,19,43,3047,Aspettativa non retribuita,202401,2025-02-10T14:58:02.274,,,BS,19,Aspettativa non retribuita,43
947ee76d8cc91419bf385c60,4,2024,145,MINISTERO DEL TURISMO,CA,03,35,3113,Donazione sangue,202404,06.07.2025,,,CA,03,Donazione sangue,35
937a2361593b54a32e6cbce3,9,2023,34,MINISTERO DELLA GIUSTIZIA,BO,05,14,2905,Aspettativa non retribuita,202309,2025-10-17T11:32:36.769,,,BO,05,Aspettativa non retribuita,14
d82327e0182d6503ec161af4,5,2024,266,CORTE DEI CONTI,VE,17,45,3616,Malattia,202405,1750966437,,,VE,17,Malattia,45
506001a7501ed6ec49cbc93e,4,2024,219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,AO,10,55,3039,Infortunio,202404,15.03.2025,,,AO,10,Infortunio,55
a48f223e3e54fce09278085a,7,2023,279,AVVOCATURA GENERALE DELLO STATO,AO,01,28,1718,Aspettativa non retribuita,202307,2025-10-15T10:30:27.179,,,AO,01,Aspettativa non retribuita,28
ab942dfd1ae778b962d4bec1,12,2024,56,MINISTERO DELLA DIFESA,VR,06,37,1113,Permesso sindacale,202412,2025-09-13T10:36:54.824,,,VR,06,Permesso sindacale,37
14ae5549324d064ae079918e,Settembre,2024,266,CORTE DEI CONTI,CZ,04,56,332,Infortunio,202409,2025-10-06T04:15:05.707,,MENSILE,CZ,04,Infortunio,56
a1f8acde6ecd21530113f0bd,DIC,2024,247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,PD,13,50,451,Permesso legge 104,202412,17.10.2025,,,PD,13,Permesso legge 104,50
815ce5d573550a7cb7bb664d,9,2023,145,?,NA,05,38,3450,Permesso legge 104,202309,2025-03-22T09:22:09.474,,,NA,05,Permesso legge 104,38
c86f6f2b2d149e6b76c1322d,4,2024,,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,RC,17,20,1429,Ferie,202404,2025-03-29T03:31:57.616,,,RC,17,Ferie,20
4481a580edfaf2e0805530fe,10,2024,12,MINISTERO DELL'ISTRUZIONE E DEL MERITO,TO,17,43,64,Congedo parentale,202410,2025-04-16T01:25:56.779,,,TO,17,Congedo parentale,43
35c8de3ec3c93dd7baa6a22c,3,2023,188,AGENZIA DEL DEMANIO,MI,13,54,260,Malattia,202303,2025-10-25T23:42:16.453,,,MI,13,Malattia,54
c6b3da399ee6b0850204da38,Aprile,2024,174,MINISTERO DELLA CULTURA,FI,07,39,3773,Ferie,202404,2025-02-21T20:11:27.222,,,FI,07,Ferie,39
99505f97789331135a027e3c,7,2023,78,AGENZIA DELLE ENTRATE,RC,06,34,1597,PERMESSO SINDACALE,202307,2025-10-18T06:35:12.644,,,RC,06,Permesso sindacale,34
8e6a01e344d7e30012efa537,2,2024,34,MINISTERO DELLA GIUSTIZIA,PD,05,58,3667,Permesso sindacale,202402,2025-08-31T18:20:11.313,,,PD,05,Permesso sindacale,58
f2d21cdbf21a55556591a717,4,2023,279,AVVOCATURA GENERALE DELLO STATO,PG,11,31,1101,Donazione sangue,202304,2025-03-08T06:30:56.268,,,PG,11,Donazione sangue,31
8c3c6c7280da6ac041e1d407,11,2023,n.d.,AVVOCATURA GENERALE DELLO STATO,CB,15,45,2092,Ferie,202311,2025-06-30T19:55:43.036,,,CB,15,Ferie,45
a268701065b1621ded6dda6f,8,2024,91,,TN,02,51 giorni,2289,Assenza per concorso,202408,2025-02-20T22:18:23.563,,,TN,02,Assenza per concorso,51
6563ed522a39debb4692cf2e,mese 1,2023,233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,AQ,07,14,2527,Aspettativa non retribuita,202301,2025-08-16T09:17:18.150,,,AQ,07,Aspettativa non retribuita,14
06273147fb44d7d228f06849,6,2024,188,AGENZIA DEL DEMANIO,TO,20,19,3375,Malattia,202406,2025-03-19T04:58:39.911,,,TO,20,Malattia,19
f5db046f875c1b0741d760d1,10,2024,sconosciuto,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,TS,,17,3313,Assenza per concorso,202410,2025-07-13T11:33:15.856,,,TS,02,Assenza per concorso,17
69ce984fd51e1ea6f73fea3a,2,2024,266,CORTE DEI CONTI,,,38,1065,Permesso sindacale,202402,2025-10-01T22:22:19.502,,,CZ,02,Permesso sindacale,38
aea924b9a1614d4e0a170ffd,5,2023,118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,MI,17,20,3107,donazione sangue,202305,2025-10-15T12:09:19.088,,,MI,17,Donazione sangue,20
6f6ff3818b1e5dd37444128e,1,2024,12,MINISTERO DELL'ISTRUZIONE E DEL MERITO,TO,08,29,3775,Donazione sangue,202401,2025-05-27T13:28:05.756,,,TO,08,Donazione sangue,29
960adfd1f030ff4e1764df62,5,2023,103,CONSIGLIO NAZIONALE DELLE RICERCHE,CT,04,23,1314,Aspettativa non retribuita,202305,2025-09-11T15:38:48.938,,,CT,04,Aspettativa non retribuita,23
2ec0878476ae415b54a5a7bc,12,2023,247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,NA,19,43 giorni,1933,Donazione sangue,202312,2025-11-08T13:26:54.107,,,NA,19,Donazione sangue,43
da6e3728b2fce5ab7d367146,5,2023,78,AGENZIA DELLE ENTRATE,VE,13,53,2021,Malattia,202305,2025-03-04T03:24:34.121,,,VE,13,Malattia,53
025db02899ae755c9b59ec8a,1,2024,127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,PZ,12,15,3784,Congedo parentale,202401,2025-07-30T13:18:20.047,,,PZ,12,Congedo parentale,15
cbfda92e4dd6f2e3b3702ec8,5,2024,,AVVOCATURA GENERALE DELLO STATO,PA,13,45,192,Aspettativa non retribuita,202405,04.07.2025,,,PA,13,Aspettativa non retribuita,45
258d632b9d3dbfb1305f1817,6,2024,247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,NA,12,33,3241,Ferie,202406,2025-06-16T10:45:09.833,,,NA,12,Ferie,33
f0e94fecc357de5fac29b641,12,2024,258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,PD,08,46,3075,Congedo parentale,202412,1758756173,dato provvisorio,,PD,08,Congedo parentale,46
7daa5de412eac4d6e7bfce6d,Giugno,2023,174,MINISTERO DELLA CULTURA,TO,17,50,520,Aspettativa non retribuita,202306,2025-03-09T20:04:55.808,,,TO,17,Aspettativa non retribuita,50
b2e853e612a17444118fcfde,4,2024.,279,AVVOCATURA GENERALE DELLO STATO,BO,20,34,805,Permesso sindacale,202404,2025-10-14T23:57:15.775,,,BO,20,Permesso sindacale,34
bb211400b33767a3a3cb6b3d,11,2023,266,CORTE DEI CONTI,RM,12,32,970,Malattia,202311,2025-04-11T23:53:42.854,,,RM,12,Malattia,32
fa79c4498021a9d1008e2780,7,2023,12,MINISTERO DELL'ISTRUZIONE E DEL MERITO,PG,12,49,2177,Malattia,202307,2025-07-24T06:06:59.386,,,PG,12,Malattia,49
62a1d1b309c61c8280eca48a,6,2024,56,MINISTERO DELLA DIFESA,RC,09,21,3412,Donazione sangue,202406,2025-09-26T18:25:56.696,,,RC,09,Donazione sangue,21
2b46917a05493d7d62876acd,3,2023,233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,PD,08,24,3131,Congedo matrimoniale,202303,2025-11-05T22:31:33.068,,,PD,08,Congedo matrimoniale,24
1efb585c9edf6204ca2502b1,6,2024,233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,GE,16,48,3644,Assenza per concorso,202406,2025-07-16T07:28:39.392,,,GE,16,Assenza per concorso,48
5dc459e6058158cebc53e401,3,24,288,MINISTERO DEGLI AFFARI ESTERI,TN,02,61,2446,Donazione sangue,202403,2025-11-05T00:51:33.262,dato provvisorio,,TN,02,Donazione sangue,61
8599936893ad52ee9384f8cc,5,2023,,MINISTERO DEGLI AFFARI ESTERI,RM,11,24,1151,Congedo matrimoniale,202305,1763731914,,,RM,11,Congedo matrimoniale,24
b87d85a26c1585c1655cd5fd,7,2024,266,CORTE DEI CONTI,PA,,41,991,Permesso legge 104,202407,2025-09-24T21:01:44.329,,,PA,07,Permesso legge 104,41
1c51150a5ea1de7998202177,11,2023,118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,GE,01,14,2916,Permesso legge 104,202311,2025-03-08T14:27:39.884,,,GE,01,Permesso legge 104,14
749c5cd2675880813fba39bc,10,2024,188,AGENZIA DEL DEMANIO,BO,17,18,1462,Assenza per concorso,202410,2025-07-02T01:17:52.659,,,BO,17,Assenza per concorso,18
f4ba68a8f5e3005d714d081a,11,2024.,56,MINISTERO DELLA DIFESA,TN,01,38,180,Permesso legge 104,202411,1745412141,,,TN,01,Permesso legge 104,38
944ba00c2af1b6746dab20de,6,2024,201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,PD,12,40,3535,Ferie,202406,2025-11-23T22:28:17.195,,,PD,12,Ferie,40
215914ef4e4e84054452dd5e,4,2024,188,AGENZIA DEL DEMANIO,CB,17,27,3682,donazione sangue,202404,2025-04-15T15:12:20.440,,,CB,17,Donazione sangue,27
a9dc756d5bd590555aaa4a42,8,2023,174,MINISTERO DELLA CULTURA,PA,18,17,2132,Permesso sindacale,202308,2025-10-09T20:18:18.290,,,PA,18,Permesso sindacale,17
41299088719dc1cb9aa79b13,5,2024,103,CONSIGLIO NAZIONALE DELLE RICERCHE,BO,11,17 giorni,223,Infortunio,202405,2025-11-14T05:57:20.608,,,BO,11,Infortunio,17
37ed5a984be3491a22337240,12,2023,12,MINISTERO DELL'ISTRUZIONE E DEL MERITO,AN,03,35,1477,Congedo matrimoniale,202312,2025-11-28T07:33:14.040,,,AN,03,Congedo matrimoniale,35
f9a13bf357e7e296ea4bbdd6,11,2023,219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,NA,08,34,3169,Ferie,202311,2025-07-27T00:29:12.143,,,NA,08,Ferie,34
c120f4cfab6089d24f983e3b,3,2023,233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,MI,05,42,2775,Aspettativa non retribuita,202303,2025-08-07T00:21:11.015,,,MI,05,Aspettativa non retribuita,42
b74469b451a07c7c7c3f93bc,5,2023,127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,PD,13,16,434,Congedo parentale,202305,2025-02-23T14:47:39.775,,,PD,13,Congedo parentale,16
a9d0f3b57359316e7708b155,8,2024,162,ISTITUTO NAZIONALE DI ASTROFISICA,AN,,35,3892,Aspettativa non retribuita,202408,14.02.2025,,,AN,06,Aspettativa non retribuita,35
684f14c3eb9916043a47912e,5,2024,103,CONSIGLIO NAZIONALE DELLE RICERCHE,BA,10,29,2156,Congedo parentale,202405,2025-02-26T21:13:26.315,,,BA,10,Congedo parentale,29
5144765edd0376e166216983,6,2024,233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,LE,14,33,3847,Assenza per concorso,202406,2025-06-27T01:25:16.478,,,LE,14,Assenza per concorso,33
844d913efafdca00d040f4a5,5,2023,162,ISTITUTO NAZIONALE DI ASTROFISICA,AQ,17,50,251,Permesso sindacale,202305,2025-07-22T21:42:11.430,,,AQ,17,Permesso sindacale,50
aeb87e0c556adc35616e9277,1,2024,56,MINISTERO DELLA DIFESA,AN,02,35,3683,Malattia,202401,2025-11-09T21:39:44.601,,,AN,02,Malattia,35
3d42dd08d6c97d5a46921986,1,2023,145,MINISTERO DEL TURISMO,AO,20,15,2535,Aspettativa non retribuita,202301,2025-07-27T02:05:24.312,,,AO,20,Aspettativa non retribuita,15
33f2d31d03d99cf3bcd8df7d,2,2023,247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,PD,01,31,546,Malattia,202302,2025-07-30T15:42:17.064,dato provvisorio,,PD,01,Malattia,31
20da12eab8efef745fed1645,11,2024,12,MINISTERO DELL'ISTRUZIONE E DEL MERITO,AN,10,19,3904,Congedo matrimoniale,202411,1759715284,,,AN,10,Congedo matrimoniale,19
3a8361e813d586650bc4002d,6,2023,288,MINISTERO DEGLI AFFARI ESTERI,VE,02,31,2190,Permesso legge 104,202306,2025-11-26T17:54:08.524,,,VE,02,Permesso legge 104,31
b41bbc9777dd230c7d25a8a4,12,2023,201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,VE,07,12,1081,Congedo matrimoniale,202312,2025-04-02T14:10:37.014,,,VE,07,Congedo matrimoniale,12
5e6aa9eafae44c980527d101,2,2023,145,MINISTERO DEL TURISMO,CB,17,50,488,Aspettativa non retribuita,202302,2025-02-10T10:02:38.686,,,CB,17,Aspettativa non retribuita,50
19d800bf386db4efb46b8789,10,2023,247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,VE,08,22,2139,Ferie,202310,2025-04-29T07:47:21.296,dato provvisorio,,VE,08,Ferie,22
4c8388f45bf46f6f65c77e49,8,2023,56,MINISTERO DELLA DIFESA,RC,12,17,711,Aspettativa non retribuita,202308,2025-03-04T12:30:02.072,,,RC,12,Aspettativa non retribuita,17
e231b91f6aa084e64cfb0b36,5,2024,279,AVVOCATURA GENERALE DELLO STATO,,18,43,1050,Ferie,202405,2025-04-28T02:07:49.590,,,PD,18,Ferie,43
37b083904ff0286f44726bd5,8,2023,174,MINISTERO DELLA CULTURA,LE,,16 giorni,3565,Assenza per concorso,202308,2025-05-20T21:14:25.143,,,LE,03,Assenza per concorso,16
