id_record,mese_competenza,codice_amministrazione,amministrazione,sigla_sindacale,descrizione_sindacale,numero_deleghe,importo_ritenuto,importo_versato,differenza,comparto,stato_flusso,note_operatore,Codice Amministrazione
360991e4-cb71-5a73-fe4f-8324c4404f65,2023-08,00174,MINISTERO DELLA CULTURA,CGS,Confederazione Generale Sindacale,433,6220.05,6116.28,103.77,FUNZIONI CENTRALI,CONSOLIDATO,,174
65551e01-ec2d-0e9a-8fae-92aedd791cc6,2024-05,00162,ISTITUTO NAZIONALE DI ASTROFISICA,ANIEF,Associazione Nazionale Insegnanti e Formatori,741,2405.68,2341.45,64.23,ISTRUZIONE E RICERCA,CONSOLIDATO,,162
cbeba9b9-4927-617b-6319-6e372c40db6f,2024-05,00056,MINISTERO DELLA DIFESA,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,195,8419.4,8344.33,75.07,SICUREZZA-DIFESA,CONSOLIDATO,,56
fb1d00f5-ae8f-bdec-ce0c-5f02f4380cbc,2023-09,00078,AGENZIA DELLE ENTRATE,INTESA FP,Intesa Funzione Pubblica,544,2299.28,2282.68,16.6,FUNZIONI CENTRALI,CONSOLIDATO,,78
6dc70d55-8afa-6898-c34f-c02308a554cd,2024-03,00288,MINISTERO DEGLI AFFARI ESTERI,SNALS,Sindacato Nazionale Autonomo Lavoratori Scuola,792,7772.05,7724.18,47.87,FUNZIONI CENTRALI,CONSOLIDATO,,288
73317720-a9d5-f665-45cf-4543998a7420,2024-08,00219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,USB PI,Unione Sindacale di Base,369,3989.16,3923.69,65.47,FUNZIONI CENTRALI,CONSOLIDATO,,219
6b8223b0-a09c-eba7-3210-3a26ff4ef9b4,2024-11,00162,ISTITUTO NAZIONALE DI ASTROFISICA,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,232,9129.22,8880.35,248.87,ISTRUZIONE E RICERCA,CONSOLIDATO,,162
4caf24f1-b35a-ce38-1fd8-28d3b1c80d82,2023-05,00034,MINISTERO DELLA GIUSTIZIA,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,387,5358.91,5216.07,142.84,FUNZIONI CENTRALI,CONSOLIDATO,,34
ef898499-3ef3-0ab6-6b70-624731c74684,2023-06,00078,AGENZIA DELLE ENTRATE,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,1,33553.86,33336.71,217.15,,CONSOLIDATO,,78
4ff9f59f-53e1-ed2b-7f70-952e5dfd921f,2023-01,00118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,USB PI,Unione Sindacale di Base,117,340658,3352.59,53.99,FUNZIONI CENTRALI,CONSOLIDATO,,118
a8eb8592-ad03-f96d-4248-37010ffb5995,2024-03,00012,,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,529,42779.39,42176.6,602.79,ISTRUZIONE E RICERCA,CONSOLIDATO,,12
89bff96f-f1a6-ef9e-8e5e-705fd4c05e6d,2024-12,00118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,UIL PA,,483,192857,1881.62,46.95,FUNZIONI CENTRALI,CONSOLIDATO,,118
955ec1ba-2614-1e02-e073-d6daf7799272,2023-11,00188,AGENZIA DEL DEMANIO,CSE,Confederazione Sindacati Europei,436,9169.86,8949.89,219.97,FUNZIONI CENTRALI,CONSOLIDATO,,188
36c67b6d-e373-fce3-bf30-d99c2ade15ca,2024-09,00174,MINISTERO DELLA CULTURA,UIL PA,Unione Italiana Lavoratori PA,218,36767.56,36175.08,592.48,FUNZIONI CENTRALI,CONSOLIDATO,,174
2d79e99e-ee99-a58c-3c62-00eed52a9590,2023-09,00091,ISTITUTO SUPERIORE DI SANITA',FLP,Federazione Lavoratori Pubblici,300,3981.3,3959.94,21.36,SANITA',CONSOLIDATO,,91
2c8f2624-7336-dff7-27ec-eedb13dc452a,2023-02,00258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,CISL FP,Federazione Pubblica CISL,881,4794.27,4710.16,84.11,FUNZIONI CENTRALI,CONSOLIDATO,,258
0150a9ff-a89c-b220-452f-7f52544037b9,2023-03,00219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,INTESA FP,Intesa Funzione Pubblica,653,262.08,259.59,2.49,FUNZIONI CENTRALI,CONSOLIDATO,,219
5b94b23e-e16f-80a2-4f34-a1aec358d907,2024-11,00103,CONSIGLIO NAZIONALE DELLE RICERCHE,CISL FP,Federazione Pubblica CISL,251,132593,1296.95,28.98,ISTRUZIONE E RICERCA,CONSOLIDATO,,103
29f775f4-60ac-cf9b-d6bb-0f1edd56cb29,2023-07,00266,CORTE DEI CONTI,USB PI ,Unione Sindacale di Base,136,16102.63,15824.18,278.45,FUNZIONI CENTRALI,CONSOLIDATO,,266
13f5ce24-9486-df24-6e18-62018640b449,2024-01,00288,MINISTERO DEGLI AFFARI ESTERI,CISL FP,Federazione Pubblica CISL,883,1445.65,1445.3,0.35,FUNZIONI CENTRALI,CONSOLIDATO,,288
be1d634a-c689-afe3-a48b-a091e142653c,2023-06,00174,MINISTERO DELLA CULTURA,INTESA FP,Intesa Funzione Pubblica,656,5543.57,5429.94,113.63,FUNZIONI CENTRALI,CONSOLIDATO,,174
1cf4cc0c-ab4e-6b6d-d23a-907c58c6a83e,2023-02,00258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,CISL FP,Federazione Pubblica CISL,582,3929.15,3903.12,26.03,FUNZIONI CENTRALI,CONSOLIDATO,,258
68bf5d3a-7894-2422-4447-cbb12cf6d5d5,2023-05,00034,MINISTERO DELLA GIUSTIZIA,UIL PA,Unione Italiana Lavoratori PA,671,772.96,772.01,0.95,FUNZIONI CENTRALI,CONSOLIDATO,,34
a31d721c-8e1d-25de-9175-17e2605f8b8b,2024-01,00188,AGENZIA DEL DEMANIO,UIL PA,Unione Italiana Lavoratori PA,784,17584.11,17392.07,192.04,FUNZIONI CENTRALI,CONSOLIDATO,,188
21dc7079-7d85-fcd3-1223-9cbd820e9b83,2023-04,00219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,UIL PA ,Unione Italiana Lavoratori PA,201,9778.36,9635.45,142.91,FUNZIONI CENTRALI,CONSOLIDATO,,219
f1c61961-4604-78ef-21dc-ab7a0a4b223f,2023-02,00103,CONSIGLIO NAZIONALE DELLE RICERCHE,CISL FP,Federazione Pubblica CISL,740,6954.58,6808.51,146.07,ISTRUZIONE E RICERCA,CONSOLIDATO,,103
3a12065e-d4f2-4a1e-5b0e-9ce9fe0b398f,2023-07,00279,AVVOCATURA GENERALE DELLO STATO,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,268,11008.55,10925.63,82.92,FUNZIONI CENTRALI,CONSOLIDATO,,279
305d6a84-22d3-1e27-c14b-d15b0686ff46,2023-04,00078,AGENZIA DELLE ENTRATE,FLP,Federazione Lavoratori Pubblici,87,6821.89,6700.54,121.35,FUNZIONI CENTRALI,CONSOLIDATO,,78
9efdd397-b579-33c7-770a-513ab7f3e837,2023-01,00034,MINISTERO DELLA GIUSTIZIA,CISL FP,Federazione Pubblica CISL,382,74160,722.2,19.4,FUNZIONI CENTRALI,CONSOLIDATO,,34
5c0e67ce-2a1c-d1bc-3137-ecfdc4826b91,2024-12,00266,CORTE DEI CONTI,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,151,7538.62,7416.73,121.89,FUNZIONI CENTRALI,CONSOLIDATO,,266
2d85eed2-b626-6816-eb03-ccce115a9e14,2023-01,00162,ISTITUTO NAZIONALE DI ASTROFISICA,USB PI,Unione Sindacale di Base,636,2680.0,2665.63,14.37,ISTRUZIONE E RICERCA,CONSOLIDATO,,162
1720f4ec-0b38-7be3-e9bd-16ed392d6689,2024-04,00258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,INTESA FP,Intesa Funzione Pubblica,222,863.36,857.81,5.55,FUNZIONI CENTRALI,CONSOLIDATO,,258
024023b6-8ba9-03e6-117f-3c31a009b3f8,2024-11,00034,MINISTERO DELLA GIUSTIZIA,UIL PA,Unione Italiana Lavoratori PA,875,632.52,630.43,2.09,FUNZIONI CENTRALI,CONSOLIDATO,,34
fa8df766-33a2-4122-6fbf-12604b33d240,2024-03,00118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,CISL FP,Federazione Pubblica CISL,588,293608,2863.62,72.46,FUNZIONI CENTRALI,CONSOLIDATO,,118
9dbc0acb-8415-a022-8c9f-7a9a9f5bd2ba,2023-09,00034,MINISTERO DELLA GIUSTIZIA,ANIEF,Associazione Nazionale Insegnanti e Formatori,886,2124695,20773.6,473.35,FUNZIONI CENTRALI,CONSOLIDATO,,34
c7ecd974-f726-e915-4de2-1a8c9cef87fe,2024-09,00219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,INTESA FP,Intesa Funzione Pubblica,854,3318.65,3272.32,46.33,FUNZIONI CENTRALI,CONSOLIDATO,,219
77af32db-cbbe-2125-c811-11d1ac4299fe,2024-09,00233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,CISL FP,Federazione Pubblica CISL,658,11524.7,11445.0,79.7,ISTRUZIONE E RICERCA,CONSOLIDATO,,233
7721c4f5-dd76-194e-ca2c-4cd5cff4aed6,2023-06,00266,CORTE DEI CONTI,FLP,,381,14351.47,14294.6,56.87,FUNZIONI CENTRALI,CONSOLIDATO,,266
58d197f8-7da8-8a53-536a-952d5fe1ab85,2023-10,00201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,SNALS,Sindacato Nazionale Autonomo Lavoratori Scuola,274,801.68,799.69,1.99,FUNZIONI CENTRALI,CONSOLIDATO,,201
5d757b45-7878-5952-827c-da24133cd6a8,2024-09,00174,MINISTERO DELLA CULTURA,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,187,22195.49,21627.92,567.57,FUNZIONI CENTRALI,CONSOLIDATO,,174
36dd57f0-d2a3-8a36-3c12-356fa6c385ca,2024-11,00103,CONSIGLIO NAZIONALE DELLE RICERCHE,SNALS,Sindacato Nazionale Autonomo Lavoratori Scuola,340,5125.36,5080.38,44.98,ISTRUZIONE E RICERCA,CONSOLIDATO,,103
b2706e36-0473-66ab-ae3c-85070e0b8acb,2023-08,00078,AGENZIA DELLE ENTRATE,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,13,1064.44,1055.4,9.04,FUNZIONI CENTRALI,CONSOLIDATO,,78
df83d5d3-ae7a-ddef-7db5-d1f9b35c02a4,2024-03,00258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,CGIL FP ,Federazione Lavoratori Funzione Pubblica CGIL,403,38188.99,37324.93,864.06,FUNZIONI CENTRALI,CONSOLIDATO,,258
d2eacdf7-8ecc-dfc8-cdcc-1dde9d814460,2024-03,00118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,USB PI,Unione Sindacale di Base,232,75641,750.97,5.44,FUNZIONI CENTRALI,CONSOLIDATO,,118
1b7ca348-324f-748b-9548-ab85f9d62061,2023-02,00201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,306,5272.07,5253.12,18.95,FUNZIONI CENTRALI,CONSOLIDATO,,201
c4700132-6de3-4226-a9e3-49ea0d0bca64,2024-03,00174,MINISTERO DELLA CULTURA,CISL FP,,746,16268.95,16212.1,56.85,FUNZIONI CENTRALI,CONSOLIDATO,,174
e41c360b-8cd3-4194-f7bd-7298836ac3a9,2023-07,00219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,UIL PA,Unione Italiana Lavoratori PA,64,8084.56,7996.42,88.14,FUNZIONI CENTRALI,CONSOLIDATO,,219
f36dadf7-c8d1-dc30-d0db-a7e3a194193f,2024-07,00247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,FLP,Federazione Lavoratori Pubblici,743,3234.22,3139.9,94.32,FUNZIONI CENTRALI,CONSOLIDATO,,247
22c45b2e-799f-1769-498d-93280293c926,2024-07,00258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,SNALS,Sindacato Nazionale Autonomo Lavoratori Scuola,94,11250.41,10971.85,278.56,FUNZIONI CENTRALI,CONSOLIDATO,,258
f82fc373-e8a1-b586-b4a2-881ba74ccf0d,2023-01,00233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,ANIEF,Associazione Nazionale Insegnanti e Formatori,192,4107.16,4071.72,35.44,ISTRUZIONE E RICERCA,CONSOLIDATO,,233
edd461bc-5237-d7f1-a15b-ce35aa06c5aa,2023-05,00288,,CISL FP,Federazione Pubblica CISL,"642,0",3119.05,3057.35,61.7,FUNZIONI CENTRALI,CONSOLIDATO,,288
2450dac3-4bad-8439-06a8-b11574e80a3e,2024-02,ND,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,ANIEF,Associazione Nazionale Insegnanti e Formatori,140,15231.22,14778.52,452.7,FUNZIONI CENTRALI,CONSOLIDATO,,258
b9dcb206-223a-4697-495a-1dab6a24e97d,2023-04,00118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,INTESA FP,Intesa Funzione Pubblica,849,26516.25,26247.91,268.34,FUNZIONI CENTRALI,CONSOLIDATO,,118
90b6add7-9efb-2d26-3548-1501f09b8911,2023-12,00188,AGENZIA DEL DEMANIO,USB PI,Unione Sindacale di Base,613,8336.72,8127.48,209.24,FUNZIONI CENTRALI,CONSOLIDATO,,188
8fc97ed1-603e-9247-29db-947cb35bfbd2,2023-09,00091,ISTITUTO SUPERIORE DI SANITA',ANIEF,Associazione Nazionale Insegnanti e Formatori,36,2159.94,2114.44,45.5,SANITA',CONSOLIDATO,,91
81ffcf34-ad2f-9ee5-78b5-087129decbdb,2023-07,00012,MINISTERO DELL'ISTRUZIONE E DEL MERITO,SNALS ,Sindacato Nazionale Autonomo Lavoratori Scuola,692,1425.96,1394.6,31.36,ISTRUZIONE E RICERCA,CONSOLIDATO,,12
79e7332a-da1a-6dbc-0373-3bc04912db63,2024-08,00162,ISTITUTO NAZIONALE DI ASTROFISICA,UIL PA,Unione Italiana Lavoratori PA,811,705.61,696.63,8.98,ISTRUZIONE E RICERCA,CONSOLIDATO,,162
2cbd464f-1ed9-4829-7045-9226853d9b40,2023-08,00201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,464,1567.74,1567.04,0.7,FUNZIONI CENTRALI,CONSOLIDATO,,201
47bb2302-d006-5465-d805-b78b0b24d79a,2024-08,00258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,211,53434.15,53171.04,263.11,FUNZIONI CENTRALI,CONSOLIDATO,,258
a19ca1d2-0e16-36cb-d1b0-cded402f068c,2023-05,00012,MINISTERO DELL'ISTRUZIONE E DEL MERITO,CISL FP,Federazione Pubblica CISL,290,17422.93,16911.76,511.17,ISTRUZIONE E RICERCA,CONSOLIDATO,,12
e580d1a5-c2ef-d647-334a-8eb1b64e06d5,2023-09,00034,MINISTERO DELLA GIUSTIZIA,uil pa,Unione Italiana Lavoratori PA,229,399818,3997.88,0.3,FUNZIONI CENTRALI,CONSOLIDATO,,34
2466a02c-15ae-55c4-ed1c-c21fd768cdf3,2024-09,00247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,CISL FP,Federazione Pubblica CISL,309,2613.07,2539.75,73.32,FUNZIONI CENTRALI,CONSOLIDATO,rettifica manuale,247
504bab36-3486-96f3-0d9a-b5e06ae50338,2024-12,00201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,500,48414.45,47643.28,771.17,FUNZIONI CENTRALI,CONSOLIDATO,,201
b0b54fba-bef3-41e8-c1e4-2af38fb1147b,2023-03,00258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,85,995.27,985.28,9.99,FUNZIONI CENTRALI,CONSOLIDATO,,258
38616167-2f55-c3dd-b645-7f738be9907d,2024-10,00127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,UIL PA,Unione Italiana Lavoratori PA,862,8262.44,8135.75,126.69,FUNZIONI CENTRALI,CONSOLIDATO,,127
1dc3eb44-8365-11a0-fea3-51081c2a8121,2023-08,00012,MINISTERO DELL'ISTRUZIONE E DEL MERITO,FLP,Federazione Lavoratori Pubblici,380,720.38,703.71,16.67,ISTRUZIONE E RICERCA,CONSOLIDATO,,12
0d753155-48b2-e64a-2c42-07cf31e9cd20,2023-05,00127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,231,26793.98,26162.81,631.17,FUNZIONI CENTRALI,CONSOLIDATO,,127
796149ef-b46b-a3f1-f1d2-8e8d47d54234,2023-01,00233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,SNALS,Sindacato Nazionale Autonomo Lavoratori Scuola,586,6594.99,6579.51,15.48,ISTRUZIONE E RICERCA,CONSOLIDATO,,233
c533508b-cc75-8d98-a6c8-f8156143c4d0,2024-09,00012,MINISTERO DELL'ISTRUZIONE E DEL MERITO,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,114,1352.54,1342.69,9.85,ISTRUZIONE E RICERCA,CONSOLIDATO,,12
8bac9282-326d-47f1-7319-5bfe0a870b58,2023-01,00127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,cgil fp,Federazione Lavoratori Funzione Pubblica CGIL,559,378.94,369.23,9.71,FUNZIONI CENTRALI,CONSOLIDATO,rettifica manuale,127
929e5a03-c940-c4bf-0bb7-d4f9b47b8665,2023-07,00162,ISTITUTO NAZIONALE DI ASTROFISICA,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,653,27466.11,27244.21,221.9,ISTRUZIONE E RICERCA,CONSOLIDATO,,162
a4197a79-db7d-8b86-104e-3166e3bc94fe,2023-10,00174,MINISTERO DELLA CULTURA,UIL PA,Unione Italiana Lavoratori PA,201,7450.4,7423.48,26.92,FUNZIONI CENTRALI,CONSOLIDATO,,174
b64dcccb-b36e-3a77-1ccb-11cf051015a3,2023-10,00103,CONSIGLIO NAZIONALE DELLE RICERCHE,Cisl Fp,Federazione Pubblica CISL,279,10221.46,10140.54,80.92,--,CONSOLIDATO,,103
04acfc12-ec3a-fb56-38d8-3320e25c11a7,2023-03,00056,MINISTERO DELLA DIFESA,INTESA FP,Intesa Funzione Pubblica,880,951.77,940.46,11.31,SICUREZZA-DIFESA,CONSOLIDATO,,56
b5d76c65-629a-b61f-5a1b-e3c7d473b483,2024-08,00012,MINISTERO DELL'ISTRUZIONE E DEL MERITO,snals,Sindacato Nazionale Autonomo Lavoratori Scuola,470,3301.11,3262.61,38.5,ISTRUZIONE E RICERCA,CONSOLIDATO,rettifica manuale,12
4f33282d-a631-5840-cad5-fe1c75285dae,2023-01,00162,ISTITUTO NAZIONALE DI ASTROFISICA,FLP,Federazione Lavoratori Pubblici,537,761.29,744.78,16.51,ISTRUZIONE E RICERCA,CONSOLIDATO,,162
d64cd4a7-19a7-cd47-b352-67c981f0726b,2024-08,00233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,USB PI,Unione Sindacale di Base,778,9309.02,9135.31,173.71,ISTRUZIONE E RICERCA,CONSOLIDATO,,233
c57c5ef1-df08-f74b-afcd-12cf47114d3b,2024-02,00201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,353,10004.12,9878.93,125.19,FUNZIONI CENTRALI,CONSOLIDATO,,201
06f39111-9b20-85d6-86c0-b8b47d4ef004,2024-11,00288,MINISTERO DEGLI AFFARI ESTERI,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,685,2281.99,2219.16,62.83,FUNZIONI CENTRALI,CONSOLIDATO,,288
3aeb2996-5b56-91ba-2d93-328e42bc78a2,2023-02,00288,--,USB PI,Unione Sindacale di Base,246,1889.79,1841.17,48.62,FUNZIONI CENTRALI,CONSOLIDATO,,288
9eb453b5-fdc3-6bcb-cc45-0c69cf100c45,2024-09,00258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,77,4173.92,4089.25,84.67,FUNZIONI CENTRALI,CONSOLIDATO,,258
434446d3-647a-e703-c9e1-1a52ae03186a,2023-09,00188,AGENZIA DEL DEMANIO,UIL PA,Unione Italiana Lavoratori PA,533,3979.16,3866.67,112.49,FUNZIONI CENTRALI,CONSOLIDATO,,188
b4211722-bbbc-e369-07dc-7d0fc35a278b,2024-09,00103,CONSIGLIO NAZIONALE DELLE RICERCHE,CGS,Confederazione Generale Sindacale,222,8090.14,7874.55,215.59,ISTRUZIONE E RICERCA,CONSOLIDATO,,103
e87ef714-f99f-f733-8bfc-f37e49645f5d,2024-07,00118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,279,13263.7,13189.71,73.99,FUNZIONI CENTRALI,CONSOLIDATO,,118
4db4f377-cdbf-11d7-1886-aa421bb403c0,2023-01,00056,MINISTERO DELLA DIFESA,FLP ,Federazione Lavoratori Pubblici,740,15200.98,15090.74,110.24,SICUREZZA-DIFESA,CONSOLIDATO,,56
14c109a0-91e5-2462-0f5d-84246c2db925,2024-11,00233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,441,2592.02,2585.01,7.01,ISTRUZIONE E RICERCA,CONSOLIDATO,,233
bead5662-ae64-11c6-2872-74a81850b5b1,2024-12,00233,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,CSE,Confederazione Sindacati Europei,360,14893.03,14889.35,3.68,ISTRUZIONE E RICERCA,CONSOLIDATO,,233
824a81c1-31df-120d-97eb-d58317d81787,2024-08,00091,ISTITUTO SUPERIORE DI SANITA',FLP,Federazione Lavoratori Pubblici,297,3237.26,3189.09,48.17,SANITA',CONSOLIDATO,,91
34295989-99b2-fa1d-844a-950785455cbe,2023-06,00247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,ANIEF,Associazione Nazionale Insegnanti e Formatori,127,19721.28,19584.61,136.67,FUNZIONI CENTRALI,CONSOLIDATO,,247
b812c0bb-a5f0-b171-ea7e-f759edd7b787,2023-02,ND,CORTE DEI CONTI,UIL PA,Unione Italiana Lavoratori PA,641,4825.18,4758.63,66.55,FUNZIONI CENTRALI,CONSOLIDATO,,266
56889dbf-bc9b-a9f1-7432-cb363d420d28,2024-03,00258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,USB PI,,409,1905.95,1859.39,46.56,FUNZIONI CENTRALI,CONSOLIDATO,,258
7128e611-a9b8-b329-8cb4-2f48f67b49c3,2023-11,00288,MINISTERO DEGLI AFFARI ESTERI,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,27,2921.22,2884.61,36.61,FUNZIONI CENTRALI,CONSOLIDATO,,288
ab195528-5f62-7c4d-4ac3-cc8e8b5cefda,2024-12,00056,MINISTERO DELLA DIFESA,USB PI,Unione Sindacale di Base,729,33198.29,32770.69,427.6,SICUREZZA-DIFESA,CONSOLIDATO,,56
1064d773-94da-5323-113a-97a884822669,2024-07,00219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,Cisl Fp,Federazione Pubblica CISL,388,18795.48,18388.99,406.49,FUNZIONI CENTRALI,CONSOLIDATO,,219
c5ccec73-2bdf-48c1-7bf5-eeaa3d87add2,2023-04,00127,AGENZIA NAZIONALE POLITICHE ATTIVE LAVORO,USB PI,Unione Sindacale di Base,674,22482.85,21918.17,564.68,FUNZIONI CENTRALI,CONSOLIDATO,,127
4c943dca-a64b-49f5-e866-0a4297671e42,2024-02,00247,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,319,8596.04,8368.94,227.1,FUNZIONI CENTRALI,CONSOLIDATO,,247
5d75d378-d55a-b93d-948a-4404a4939c9d,2024-07,00056,MINISTERO DELLA DIFESA,UIL PA,Unione Italiana Lavoratori PA,814,1491.03,1463.9,27.13,SICUREZZA-DIFESA,CONSOLIDATO,,56
8419b0d5-aae6-2fe3-52db-be8d9dd2cf6c,2024-04,00012,MINISTERO DELL'ISTRUZIONE E DEL MERITO,CISL FP,Federazione Pubblica CISL,17,1998.87,1990.43,8.44,ISTRUZIONE E RICERCA,CONSOLIDATO,,12
29617593-25ca-6d0c-a72d-ded1a32e738c,2024-02,00118,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,UIL PA,Unione Italiana Lavoratori PA,676,561224,5574.79,37.45,FUNZIONI CENTRALI,CONSOLIDATO,,118
c7bb0600-d384-e4f0-423b-6eb682db690d,2023-11,00034,MINISTERO DELLA GIUSTIZIA,UIL PA,Unione Italiana Lavoratori PA,355,5477.45,5401.31,76.14,FUNZIONI CENTRALI,CONSOLIDATO,,34
84bbe4e1-161f-c6bd-fa54-ea87b3b7bde0,2024-04,00145,MINISTERO DEL TURISMO,SNALS,Sindacato Nazionale Autonomo Lavoratori Scuola,675,6177.16,6098.4,78.76,FUNZIONI CENTRALI,CONSOLIDATO,,145
5ea64ada-7a56-bcc7-f3f6-75a1eb30ceb4,2024-07,00174,MINISTERO DELLA CULTURA,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,340,2313.75,2312.47,1.28,FUNZIONI CENTRALI,CONSOLIDATO,,174
51d01fe2-7a33-fded-6b26-4d7b0f6c9a83,2023-03,00103,CONSIGLIO NAZIONALE DELLE RICERCHE,SNALS,Sindacato Nazionale Autonomo Lavoratori Scuola,380,132517.41,132338.72,178.69,ISTRUZIONE E RICERCA,CONSOLIDATO,,103
b8fb2c63-56bb-2166-9885-064a06e16362,2023-04,00145,MINISTERO DEL TURISMO,SNALS,Sindacato Nazionale Autonomo Lavoratori Scuola,248,3457.83,3435.29,22.54,FUNZIONI CENTRALI,CONSOLIDATO,,145
f0f46d95-078f-f691-5b35-bb9194346c02,2023-05,00258,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,FLP,Federazione Lavoratori Pubblici,722,1448.92,1438.88,10.04,FUNZIONI CENTRALI,CONSOLIDATO,,258
127e97ea-075a-43ec-c8a0-a91d89875297,2024-06,00174,MINISTERO DELLA CULTURA,FLP,Federazione Lavoratori Pubblici,668,6755.08,6630.18,124.9,FUNZIONI CENTRALI,CONSOLIDATO,,174
6ad765bf-eb9f-e3fb-17e6-0bd52d5efc0d,2023-11,00219,ENTE NAZIONALE PER L'AVIAZIONE CIVILE,CGIL FP,Federazione Lavoratori Funzione Pubblica CGIL,372,9580.23,9551.99,28.24,FUNZIONI CENTRALI,CONSOLIDATO,,219
35913e50-065e-8e22-2577-91dc50376cc7,2023-09,00091,ISTITUTO SUPERIORE DI SANITA',UIL PA,,495,194307,1917.37,25.7,SANITA',CONSOLIDATO,,91
9f643405-70df-9603-c8b6-83b60fa8d62d,2024-03,00201,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,CONFSAL UNSA,Confederazione Sindacati Autonomi Lavoratori,371,1702.48,1684.07,18.41,FUNZIONI CENTRALI,CONSOLIDATO,,201
