rata,ente,descrizione,tipo_imposta,imposta,spesa
202510,INAIL,Anticipo TFR,inps,835.94,4610.7
202408,Regione Lazio,Premio produttivita,ADD_COM,-506.83,2693.53
202202,Comune di Milano,Trattenuta sindacale,IRES,"504,32",2580.51
202301,Ministero della Salute,Buoni pasto,IRAP,1130.42,5852.33
202207,INAIL,Stipendio base,Iva,241.01,767.91
Rata 2025,INPS,Stipendio base,INAIL,"€ 1.168,68",4237.77
202412,INAIL,Buoni pasto,Inail,999.77,2459.65
2023-07,sconosciuto,Trattenuta sindacale,add_com,1332.49,7092.0
202312,Agenzia delle Entrate,Trattenuta sindacale,IVA,427.21,1958.34
202403,Comune di Milano,Stipendio base,IRES,"€ 783,96",3489.3
2022-06,Ministero della Salute,Premio produttivita,IRES,"€ 106,53",317.92
202399,Ministero della Salute,Trattenuta sindacale,ADD_REG,1373.13,6124.36
202213,Comune di Milano,Trattenuta sindacale,IVA,1029.32,
202403,Regione Lazio,Trattenuta sindacale,INAIL,"953,17",5700.98
202406,Ministero dell'Economia,Trattenuta sindacale,INPS,1112.40,6065.11
202305,Agenzia delle Entrate,Rimborso spese,ADD_REG,"462,28",1897.17
03/25,Comune di Milano,Premio produttivita,IRES,"925,60",4844.43
202302,INAIL,Buoni pasto,n.c.,1211.34,319556.75
202507,Comune di Roma,Indennita di funzione,INAIL,180.93,435.25
202212,Ministero dell'Economia,Premio produttivita,IVA,N.D.,6513.81
202203,Comune di Roma,Straordinario,ADD_REG,1343.24,
2022-05,INAIL,Stipendio base,IRES,1446.38,3199.72
202503,Comune di Roma,Stipendio base,irap,1222.11,3426.62
202210,Agenzia delle Entrate,Premio produttivita,n.c.,"476,75",1978.07
202405,INPS,Trattenuta sindacale,Add_Reg,"€ 893,26",2010.97
202512,Comune di Roma,Stipendio base,IRPEF,"€ 224,24",828.84
2024-03,Agenzia delle Entrate,Premio produttivita,ADD_REG,1143.54,4492.19
202301,Ministero della Salute,Straordinario,IRPEF,272.78,1551.37
202207,Comune di Roma,Anticipo TFR,IRPEF,"1.306,89",4264.0
202208,Comune di Roma,Anticipo TFR,ADD_COM,398.81,1066.69
202212,Agenzia delle Entrate,Stipendio base,IRES,282.60,573.69
202511,INAIL,Rimborso spese,irap,"€ 152,81",379.95
202211,Comune di Roma,Buoni pasto x,IRES,"€ 1.081,48",
08/2022,Comune di Roma,Indennita di funzione,INPS,"320,00",1209.5
202505,INPS,Straordinario,IRPEF,"€ 336,62",940.82
202306,Comune di Milano,Trattenuta sindacale,IRAP,296.06,1697.05
2023-02,Regione Lazio,Indennita di funzione,n.c.,"€ 493,40",2541.09
202406,Agenzia delle Entrate,Rimborso spese,Inail,1414.76,3476.71
202405,Ministero della Salute,Straordinario,IVA,755.60,2324.1
202501,INPS,Anticipo TFR,Ires,428.27,2311.7
202303,Comune di Roma,Premio produttivita,IVA,297.07,1416.94
Rata 2024,Agenzia delle Entrate,Rimborso spese,IVA,77.41,447.6
may-2025,Comune di Milano,Stipendio base,IRAP,579.24,1335.15
202312,INPS,Stipendio base,INPS,209.59,1069.25
202313,Regione Lazio,Indennita di funzione,IRAP,89.17,205.59
202512,Ministero della Salute,Trattenuta sindacale,IRAP,"199,32",667.05
202208,Ministero della Salute,Premio produttivita,ADD_REG,511.86,2560.67
Rata 2022,INAIL,Indennita di funzione,IRAP,N.D.,5516.15
03/23,Regione Lazio,Rimborso spese,IRAP,147.13,295.51
09/24,Comune di Roma,Stipendio base,IRES,1034.08,2903.46
202207,Ministero della Salute,Straordinario,INAIL,949.79,4857.51
202504,Ministero della Salute,Buoni pasto,n.c.,1328.89,3328.32
202507,INAIL,Premio produttivita,n.c.,316.78,1047.12
202511,INAIL,Premio produttivita,n.c.,1201.69,3287.29
202305,sconosciuto,Buoni pasto,IVA,1304.05,3189.47
202301,Ministero della Salute,Stipendio base,IRAP,1465.90,7837.44
2024-04,Comune di Milano,Straordinario,ADD_REG,1222.40,2744.74
202212,Ministero della Salute,Premio produttivita,IRAP,"€ 229,46",950.93
202500,Regione Lazio,Stipendio base,IVA,1423.34,6790.3
11/2024,Agenzia delle Entrate,Rimborso spese,IVA,"1.231,74",2747.22
202311,INAIL,Rimborso spese,ADD_REG,357.87,1622.48
202402,Comune di Roma,Premio produttivita,INAIL,289.54,965.98
202404,Ministero della Salute,Indennita di funzione x,ADD_REG,1407.80,7509.46
2024-01,Ministero della Salute,Indennita di funzione,IVA,275.76,1431.37
202501,Comune di Milano,Indennita di funzione,ADD_REG,1176.80,6090.67
202511,Regione Lazio,Trattenuta sindacale,ADD_REG,637.63,2292.06
202512,N/A,Buoni pasto,INPS,1099.52,5816.67
mar-2024,INPS,Stipendio base,INAIL,183.18,827.96
202409,Comune di Milano,Buoni pasto,ADD_COM,1101.33,3870.88
202307,INPS,Indennita di funzione,ADD_REG,792.27,1840.19
202201,N.D.,Buoni pasto,IRAP,1355.55,3073.41
202311,Ministero della Salute,Straordinario,n.c.,"323,18",971.35
202513,Ministero dell'Economia,Anticipo TFR,IVA,-208.57,667.08
202207,Regione Lazio,Straordinario,IRES,334.52,1910.15
202409,Regione Lazio,Premio produttivita,IRAP,"163,93",983.54
lug-2022,INPS,Indennita di funzione,ADD_COM,1471.22,3787.94
202310,N/A,Stipendio base,ADD_COM,"228,14",1316.61
202206,Ministero della Salute,Indennita di funzione,add_reg,341.23,1646.83
202412,Comune di Roma,Trattenuta sindacale,Add_Com,"1.224,04",4889.35
202501,Ministero della Salute,Anticipo TFR,INPS,407.79,2372.83
202503,Ministero dell'Economia,Indennita di funzione,ADD_REG,372.33,1807.58
202412,Ministero dell'Economia,Premio produttivita,IRES,1024.85,4483.33
04/2022,Ministero dell'Economia,Rimborso spese,IRAP,628.21,1782.93
202404,Regione Lazio,Straordinario,n.c.,1261.44,3756.29
202210,Ministero della Salute,Straordinario,ADD_COM,975.49,5507.62
2023-03,Ministero della Salute,Anticipo TFR,INPS,467.91,1338.3
202407,N/A,Rimborso spese,ADD_COM,"€ 916,99",1952.48
2024-04,Agenzia delle Entrate,Indennita di funzione,iva,"1.306,37",4003.9
202203,Agenzia delle Entrate,Anticipo TFR,IVA,578.50,2269.01
2025-12,sconosciuto,Trattenuta sindacale,Inail,1117.88,3943.72
202303,Ministero dell'Economia,Stipendio base x,INPS,652.96,664369.41
202502,Ministero della Salute,Premio produttivita,IRAP,837.46,3077.08
202409,sconosciuto,Premio produttivita,IRAP,"1.113,87",6188.9
202411,  ,Trattenuta sindacale x,INPS,137.76,603.2
202402,Ministero della Salute,Rimborso spese,IRPEF,709.68,2907.2
202509,Ministero della Salute,Indennita di funzione,n.c.,188.06,496.63
202207,Comune di Milano,Premio produttivita,irpef,-1101.26,3396.43
202410,Ministero dell'Economia,Straordinario,IRES,931.32,5093.08
202202,n.a.,Straordinario,IRES,"524,05",2683.05
202312,INPS,Buoni pasto,IRPEF,160.61,608.66
Rata 2025,Regione Lazio,Straordinario,Irpef,1392.41,7847.75
11/2025,Comune di Milano,Buoni pasto,ADD_REG,506.76,2674.03
2023-05,Comune di Milano,Rimborso spese,IRES,-449.30,1100.04
202312,INAIL,Trattenuta sindacale,INPS,196.46,869.08
08/23,Regione Lazio,Premio produttivita,n.c.,887.16,4609.13
202302,Regione Lazio,Trattenuta sindacale,ADD_COM,435.20,2277.57
202212,INAIL,Anticipo TFR,IRES,1272.14,3009.08
202310,Ministero della Salute,Straordinario,INAIL,1040.01,3014.41
202304,Ministero dell'Economia,Rimborso spese,INAIL,55.68,203.35
202407,Comune di Milano,Buoni pasto,ADD_REG,870.23,2616.37
202505,Comune di Roma,Anticipo TFR,Inail,386.16,940.59
2024-07,Ministero della Salute,Indennita di funzione,INPS,72.28,326.36
202312,Ministero dell'Economia,Indennita di funzione,n.c.,948.08,
202411,INAIL,Premio produttivita,ADD_REG,347.13,909.47
Rata 2025,Regione Lazio,Anticipo TFR,IVA,1354.47,5885.89
202312,Agenzia delle Entrate,Rimborso spese,ADD_COM,"881,40",
202306,Ministero dell'Economia,Trattenuta sindacale,ADD_COM,353.32,1247.98
2022-09,Comune di Roma,Trattenuta sindacale,INAIL,"1.469,73",7598.61
202500,Regione Lazio,Rimborso spese,add_com,842.34,4683.58
202506,Regione Lazio,Rimborso spese,IRPEF,"289,93",864.26
202206,Agenzia delle Entrate,Straordinario,INPS,N.D.,4350.43
2023-06,non disponibile,Stipendio base,INAIL,1441.06,8022.43
202311,Comune di Milano,Stipendio base,ADD_COM,665.10,2944.75
202505,INPS,Straordinario,IRPEF,"€ 666,75",3952.97
2022-04,Comune di Roma,Rimborso spese,add_reg,718.63,2144.9
202205,Ministero dell'Economia,Trattenuta sindacale,IRPEF,456.15,1038.15
202303,INAIL,Buoni pasto,IRAP,284.59,1529.32
giu-2024,Ministero dell'Economia,Trattenuta sindacale,INAIL,889.45,3525.53
202202,Comune di Roma,Straordinario,IRAP,1346.59,4559.31
202402,Ministero dell'Economia,Rimborso spese,ADD_REG,1116.81,2480.36
feb-2024,Ministero della Salute,Rimborso spese,ADD_COM,189.47,427.92
202501,Comune di Milano,Anticipo TFR,IRES,631.23,1491.51
202207,Ministero della Salute,Premio produttivita,IRAP,57.68,157.73
202210,Comune di Milano,Trattenuta sindacale,irpef,496.51,2920.28
202209,INAIL,Rimborso spese,INAIL,1020.60,3190.0
2025-06,Ministero della Salute,Straordinario,ADD_COM,470.84,2480.47
202403,INAIL,Premio produttivita,INPS,1268.81,2636.15
202400,Comune di Milano,Buoni pasto,IRES,742.21,2439.84
202511,Regione Lazio,Premio produttivita,ires,1020.29,5738.9
202408,Comune di Milano,Straordinario,IRPEF,1331.60,3648.8
2022-02,Comune di Roma,Stipendio base,IVA,1040.07,3261.76
202401,Ministero dell'Economia,Indennita di funzione,INAIL,1351.12,7169.12
202404,Regione Lazio,Buoni pasto,IRES,1221.69,3036.59
202202,INAIL,Anticipo TFR,ADD_REG,872.24,1930.03
202411,Regione Lazio,Rimborso spese,IRAP,480.99,2820.48
202303,Regione Lazio,Premio produttivita,INPS,"482,31",1745.56
202204,Agenzia delle Entrate,Trattenuta sindacale,INAIL,1319.23,6109.99
202312,Comune di Milano,Anticipo TFR,INPS,"€ 128,13",321.41
lug-2023,Ministero dell'Economia,Anticipo TFR,IVA,1415.08,4076.43
202303,Regione Lazio,Indennita di funzione,IRAP,"€ 524,24",2013.04
202305,INPS,Premio produttivita,IVA,1121.36,5271.08
202407,Comune di Roma,Stipendio base,IRES,528.54,1677.05
08/2023,INPS,Buoni pasto,IRAP,"€ 1.432,29",7932.79
202312,INPS,Trattenuta sindacale,ADD_REG,102.89,527.27
202511,Ministero della Salute,Straordinario,Add_Com,562.31,2365.21
2022-12,Regione Lazio,Anticipo TFR,ADD_REG,"1.307,82",5017.9
202301,Agenzia delle Entrate,Rimborso spese,IRAP,447.38,2003.44
202203,Comune di Milano,Indennita di funzione,IRAP,"449,65",2215.27
202507,Agenzia delle Entrate,Indennita di funzione,IRPEF,"1.353,19",3436.83
01/24,INAIL,Stipendio base,IRAP,"1.254,34",6786.69
202505,Agenzia delle Entrate,Straordinario,INPS,203.37,804.86
202202,INPS,Stipendio base,IRAP,891.26,5117.06
2023-12,INPS,Straordinario,Inail,373.92,2177.03
202413,INPS,Premio produttivita,IRPEF,361.95,74988.28
202502,INPS,Premio produttivita,IVA,942.34,3333.93
mag-2022,Ministero della Salute,Premio produttivita,irap,229.61,942.52
202202,Ministero dell'Economia,Trattenuta sindacale,IVA,731.18,3040.53
202507,Ministero della Salute,Rimborso spese,IRPEF,420.94,2226.59
202305,Ministero della Salute,Anticipo TFR,IVA,"1.288,19",3303.45
11/2022,Agenzia delle Entrate,Stipendio base,ADD_REG,"854,02",
202404,Regione Lazio,Anticipo TFR,ADD_REG,361.91,2088.36
202207,Comune di Milano,Rimborso spese,IRAP,1393.38,8341.84
feb-2025,Ministero dell'Economia,Trattenuta sindacale,IVA,"1.243,20",2536.55
202508,Agenzia delle Entrate,Trattenuta sindacale,INAIL,434.67,2560.32
202510,Comune di Roma,Trattenuta sindacale,iva,1443.52,3592.69
202303,INPS,Indennita di funzione,INPS,438.22,1817.65
2022-07,Ministero dell'Economia,Indennita di funzione,irap,N.D.,1416.1
feb-2023,Comune di Roma,Straordinario,ADD_REG,N.D.,
11/2023,n.a.,Stipendio base,INAIL,288.97,620.74
202508,Comune di Roma,Buoni pasto,ADD_COM,1046.17,3089.69
Rata 2024,INAIL,Trattenuta sindacale,ADD_REG,858.14,2748.02
202511,,Straordinario,IRAP,"€ 1.346,97",7627.12
202508,Comune di Milano,Indennita di funzione,Irap,399.27,1730.64
202412,Comune di Roma,Anticipo TFR,IRPEF,"€ 296,83",1434.53
202202,Comune di Roma,Rimborso spese,INPS,570.00,2681.31
202205,Agenzia delle Entrate,Trattenuta sindacale,INAIL,261.86,934.62
202202,INAIL,Rimborso spese,IRAP,1421.92,2923.59
02/2024,Agenzia delle Entrate,Straordinario,IRPEF,1090.30,2647.34
202206,Agenzia delle Entrate,Indennita di funzione,ADD_REG,1204.48,4619.46
202503,Comune di Milano,Rimborso spese,Ires,"€ 1.134,66",6541.52
05/23,Ministero dell'Economia,Premio produttivita,INPS,402.09,1204.27
2025-06,Agenzia delle Entrate,Rimborso spese,IRPEF,"€ 253,95",1217.25
08/25,INPS,Buoni pasto,n.c.,672.68,3569.5
202212,Regione Lazio,Stipendio base,ADD_COM,1252.08,7045.63
jun-2022,Ministero dell'Economia,Rimborso spese,INAIL,529.25,1679.81
202305,Agenzia delle Entrate,Buoni pasto,IRPEF,"63,87",365.66
202304,INAIL,Trattenuta sindacale,IRPEF,1007.09,4463.35
202310,Ministero della Salute,Indennita di funzione,IVA,340.09,
202402,Ministero della Salute,Anticipo TFR,INAIL,837.11,4280.62
202207,Agenzia delle Entrate,Trattenuta sindacale,IVA,71.58,211.51
202206,Comune di Roma,Straordinario,ADD_REG,"€ 787,83",4136.36
202403,non disponibile,Rimborso spese,INAIL,620.73,2855.27
202508,Agenzia delle Entrate,Trattenuta sindacale,INPS,"1.326,60",6894.96
202304,Comune di Roma,Buoni pasto,IRAP,"€ 1.096,63",5946.9
202503,Ministero dell'Economia,Rimborso spese,INAIL,102.24,456.95
202308,Regione Lazio,Straordinario,ADD_REG,1194.81,2565.19
202303,Comune di Milano,Indennita di funzione,IRPEF,"€ 1.197,28",3820.51
202209,INPS,Indennita di funzione,inail,1011.94,5577.89
02/2023,Comune di Roma,Anticipo TFR,ADD_COM,1397.48,6299.6
202306,Ministero della Salute,Buoni pasto,iva,1214.72,6754.12
feb-2024,INPS,Trattenuta sindacale x,ADD_REG,-367.40,1299.9
jun-2022,Agenzia delle Entrate,Straordinario,IRAP,603.24,2424.37
202210,Regione Lazio,Rimborso spese,IRES,"557,39",3037.98
202309,INAIL,Anticipo TFR,ADD_REG,-782.12,3948.24
202211,n.a.,Premio produttivita,IRAP,1432.88,5029.42
202203,INPS,Buoni pasto,Add_Reg,942.62,1970.57
202409,  ,Trattenuta sindacale,IRAP,"503,76",2781.44
202512,Comune di Milano,Premio produttivita,IVA,"1.415,20",7281.81
202410,Ministero dell'Economia,Premio produttivita,Inail,1065.39,4044.91
202203,Regione Lazio,Trattenuta sindacale,n.c.,435.82,1823.89
202510,INPS,Anticipo TFR,Add_Reg,1364.44,3843.97
2024-02,INAIL,Premio produttivita,n.c.,549.11,2003.38
202408,Agenzia delle Entrate,Premio produttivita,IRPEF,-798.51,2118.27
202206,Regione Lazio,Stipendio base,irpef,744.87,2117.13
202407,Regione Lazio,Indennita di funzione,IRAP,1389.26,7481.83
202207,Ministero dell'Economia,Straordinario,IRPEF,435.21,1501.43
202401,Ministero dell'Economia,Premio produttivita,IVA,-533.29,2804.52
202207,Ministero dell'Economia,Stipendio base,irpef,1007.23,3923.76
202512,INAIL,Stipendio base,add_reg,1335.59,3049.3
gen-2022,INPS,Stipendio base,Ires,216.58,746.36
202404,Comune di Roma,Indennita di funzione,ADD_COM,354.33,932.98
2022-12,Comune di Milano,Anticipo TFR,add_reg,1424.65,6801.71
2024-02,Comune di Milano,Rimborso spese,INAIL,1177.08,6645.29
202306,Ministero della Salute,Rimborso spese,ADD_REG,551.80,2787.86
202507,Comune di Milano,Straordinario,Add_Reg,N.D.,2907.53
06/25,Comune di Roma,Rimborso spese,ADD_REG,730.82,3981.12
202312,Agenzia delle Entrate,Premio produttivita,INPS,1027.01,5244.59
202206,INPS,Buoni pasto,INPS,863.51,3690.89
202412,Ministero dell'Economia,Premio produttivita,IVA,1175.37,
202301,Comune di Milano,Buoni pasto,INPS,"€ 128,54",470.95
202209,INAIL,Straordinario,IVA,1237.61,2825.65
202408,INPS,Rimborso spese,IRPEF,134.17,647.01
202203,INPS,Anticipo TFR,ADD_COM,1327.41,
may-2022,Agenzia delle Entrate,Premio produttivita,INAIL,112.72,326.31
09/24,Ministero dell'Economia,Trattenuta sindacale,INAIL,235.36,1368.8
202308,INAIL,Buoni pasto,IRAP,311.27,687.92
Rata 2022,Agenzia delle Entrate,Anticipo TFR,add_reg,373.42,1846.13
202201,INAIL,Rimborso spese,INPS,632.56,3715.6
Rata 2023,INAIL,Buoni pasto,IRPEF,1000.45,3238.06
2022-12,Comune di Roma,Straordinario,ADD_COM,"1.344,27",7594.94
202201,Ministero dell'Economia,Anticipo TFR,ADD_COM,810.53,4300.47
202306,Agenzia delle Entrate,Anticipo TFR,ADD_REG,822.11,4091.18
202206,Comune di Milano,Stipendio base,IVA,512.99,2983.12
202511,Ministero dell'Economia,Stipendio base,IRES,N.D.,5590.21
202304,Comune di Roma,Stipendio base,IRPEF,"€ 210,21",836.54
2025-06,INAIL,Trattenuta sindacale,INAIL,486.60,2288.35
202509,Comune di Roma,Indennita di funzione,add_com,190.62,695.25
202501,Comune di Roma,Anticipo TFR,IRPEF,"360,56",1189.69
2024-10,Agenzia delle Entrate,Anticipo TFR,INAIL,"900,57",2097.41
202310,Agenzia delle Entrate,Indennita di funzione,IRPEF,"€ 232,64",817.04
202409,Comune di Roma,Premio produttivita,ADD_REG,195.90,1021.18
202299,INPS,Indennita di funzione,IRPEF,1247.57,7213.13
202509,Regione Lazio,Premio produttivita,ADD_COM,221.53,1307.16
Rata 2023,sconosciuto,Straordinario,IRES,"€ 931,68",2633.02
202211,Comune di Roma,Stipendio base,IVA,560.42,2401.81
2022-06,sconosciuto,Trattenuta sindacale,INAIL,1349.73,5807.88
202200,Ministero dell'Economia,Premio produttivita,ADD_REG,"1.075,95",2909.57
202208,Ministero dell'Economia,Anticipo TFR,IRAP,136.17,589.14
202403,Agenzia delle Entrate,Stipendio base,ADD_COM,1348.43,4653.5
202211,Comune di Milano,Premio produttivita,IRPEF,650.15,3751.12
202510,Comune di Roma,Straordinario,Iva,482.43,1457.33
08/24,Comune di Milano,Trattenuta sindacale,ADD_COM,1025.53,
04/23,Ministero della Salute,Stipendio base,IRAP,1091.06,863485.21
05/25,Comune di Roma,Anticipo TFR,n.c.,489.71,2420.88
202206,Ministero della Salute,Premio produttivita,IVA,559.90,1600.59
202208,Regione Lazio,Rimborso spese,IVA,"€ 276,68",841.52
202410,Agenzia delle Entrate,Rimborso spese,ADD_REG,910.49,5357.75
202409,INAIL,Premio produttivita,INPS,-1437.52,3311.06
2023-12,Ministero dell'Economia,Indennita di funzione,INAIL,654.11,1614.57
202312,Comune di Roma,Indennita di funzione,INPS,1494.50,8838.89
2025-09,Comune di Roma,Stipendio base,Add_Com,305.80,1561.9
2025-05,Regione Lazio,Trattenuta sindacale,iva,1204.34,6004.28
202308,N.D.,Trattenuta sindacale,n.c.,"1.395,76",3685.97
202206,INAIL,Stipendio base,INPS,1047.68,4144.37
202308,n.a.,Rimborso spese,ADD_REG,208.52,1118.3
202410,INPS,Stipendio base,Add_Com,523.48,1735.59
202405,Ministero della Salute,Premio produttivita,IRES,174.22,482.77
202207,Ministero dell'Economia,Rimborso spese,IRAP,922.53,1885.45
202201,INAIL,Premio produttivita,IRAP,1497.32,6723.22
202309,INAIL,Stipendio base,iva,593.39,1884.16
2025-06,Comune di Roma,Premio produttivita,IVA,"€ 286,27",1561.51
202206,Ministero dell'Economia,Buoni pasto,IRPEF,439.53,1377.52
202307,Agenzia delle Entrate,Premio produttivita,ADD_COM,"€ 877,66",2287.45
202203,Regione Lazio,Rimborso spese,ADD_REG,"€ 874,99",5111.51
2022-08,INAIL,Rimborso spese,INPS,383.24,2245.44
202409,Regione Lazio,Stipendio base,IRAP,1138.52,5396.69
202305,INPS,Rimborso spese,ADD_REG,177.62,1014.84
202302,INPS,Trattenuta sindacale x,IRAP,953.41,2524.0
202500,Ministero dell'Economia,Premio produttivita,irap,667.26,2563.19
202203,Ministero della Salute,Rimborso spese,ADD_COM,234.40,660.22
202205,N.D.,Stipendio base,n.c.,969.86,3797.13
202508,Ministero della Salute,Anticipo TFR,INPS,1025.92,5298.58
202413,  ,Stipendio base,Ires,688.03,3701.4
202209,INPS,Straordinario,Irpef,1207.09,2434.29
202303,Ministero della Salute,Indennita di funzione,ADD_COM,788.51,2805.53
202411,Ministero della Salute,Anticipo TFR,IRAP,"€ 464,34",424389.17
202313,Ministero dell'Economia,Indennita di funzione,INAIL,1432.72,6242.73
04/2024,Comune di Milano,Premio produttivita,irap,1418.86,4518.76
07/25,Agenzia delle Entrate,Indennita di funzione,IVA,"188,65",670.84
Rata 2023,Agenzia delle Entrate,Rimborso spese,ADD_COM,"1.421,82",4678.15
202502,INAIL,Stipendio base x,INPS,1174.45,4451.63
Rata 2023,n.a.,Trattenuta sindacale,IVA,204.63,773.08
202510,INPS,Buoni pasto,IVA,803.02,3234.13
202202,Ministero della Salute,Rimborso spese,IRES,100.68,388.43
202304,Comune di Roma,Premio produttivita,INPS,903.84,3673.62
2024-03,N/A,Premio produttivita,INPS,1403.12,2963.33
202505,Ministero dell'Economia,Buoni pasto,IRPEF,583.90,1294.92
04/25,INAIL,Straordinario,IVA,787.51,2744.14
202504,N.D.,Straordinario,inail,-379.96,2104.89
202207,Comune di Milano,Anticipo TFR,IRPEF,834.37,4308.13
202303,Comune di Roma,Buoni pasto,ADD_COM,"€ 1.213,73",2962.25
202311,Ministero dell'Economia,Anticipo TFR,ADD_REG,"€ 362,12",1440.99
202309,INAIL,Trattenuta sindacale,INAIL,852.56,3766.91
202510,Ministero della Salute,Trattenuta sindacale,IRPEF,"564,23",2214.47
202403,Ministero dell'Economia,Premio produttivita,INPS,1134.41,5434.13
202509,Comune di Roma,Rimborso spese,ADD_COM,1067.96,6396.07
2023-11,Ministero della Salute,Indennita di funzione,IRPEF,"€ 1.063,25",2536.8
202503,INAIL,Buoni pasto x,ADD_REG,597.81,2428.39
202310,Ministero della Salute,Indennita di funzione,ADD_REG,918.95,3721.28
202405,Comune di Roma,Premio produttivita,irpef,994.07,4224.32
gen-2024,Comune di Roma,Stipendio base,IRES,1037.18,2767.06
202406,N.D.,Premio produttivita,INAIL,884.12,4025.78
202410,non disponibile,Anticipo TFR,ADD_COM,1306.87,2845.53
202302,Regione Lazio,Stipendio base,ADD_REG,410.76,2039.22
202405,,Rimborso spese,INPS,130.92,609.12
202504,Ministero dell'Economia,Stipendio base,INPS,1445.63,4801.94
gen-2023,Comune di Roma,Straordinario,INPS,138.06,
gen-2024,Comune di Roma,Straordinario,INPS,1359.29,7224.78
2022-05,Comune di Milano,Buoni pasto,ADD_REG,937.81,3899.55
202302,INAIL,Anticipo TFR,IRPEF,1382.17,8240.56
202509,Comune di Roma,Trattenuta sindacale,IRES,869.18,4624.35
202413,sconosciuto,Trattenuta sindacale,IRPEF,1240.46,3165.54
202210,INPS,Stipendio base,ADD_REG,1095.87,4782.64
202409,Ministero dell'Economia,Anticipo TFR,INAIL,811.41,3508.07
202502,Regione Lazio,Straordinario,IRPEF,576.82,2660.17
2022-01,Comune di Milano,Trattenuta sindacale,IRPEF,"€ 54,15",312.07
202206,Regione Lazio,Stipendio base,irap,"€ 413,81",1642.05
06/25,Ministero della Salute,Straordinario,IRES,1430.06,3302.76
2024-03,Comune di Milano,Buoni pasto,INPS,449.42,1760.52
202310,Ministero dell'Economia,Anticipo TFR,IVA,1140.19,5873.32
202507,INAIL,Straordinario,IRAP,787.32,2704.0
202509,Regione Lazio,Buoni pasto,IRES,497.35,1048.62
202402,Ministero dell'Economia,Anticipo TFR,inail,1487.09,4777.98
Rata 2023,Regione Lazio,Straordinario,ADD_REG,118.11,558.49
202203,INAIL,Straordinario,INAIL,894.01,2095.59
202506,Agenzia delle Entrate,Stipendio base,ADD_REG,719.20,2519.98
202506,Comune di Roma,Anticipo TFR,ADD_COM,"€ 160,96",407.63
202310,INAIL,Stipendio base,ADD_REG,"360,44",1407.05
2024-04,Ministero della Salute,Indennita di funzione,INAIL,"1.056,65",2711.42
202503,Ministero della Salute,Indennita di funzione,n.c.,207.08,504.48
202405,Ministero della Salute,Rimborso spese,IRAP,1211.49,5804.49
202205,INAIL,Straordinario,IVA,956.34,2517.09
202403,Agenzia delle Entrate,Rimborso spese,INAIL,"€ 196,24",513.99
202503,Regione Lazio,Buoni pasto,ADD_REG,465.88,2035.93
2025-03,Agenzia delle Entrate,Stipendio base,INAIL,248.91,541.22
202306,Comune di Roma,Straordinario,IRAP,1206.52,2572.27
202405,Ministero dell'Economia,Stipendio base,ADD_REG,822.79,3065.54
202300,INPS,Stipendio base,INAIL,"€ 54,10",187.21
202409,INAIL,Trattenuta sindacale,ADD_REG,837.21,3498.26
202203,Ministero dell'Economia,Straordinario,INPS,750.07,4480.87
202311,Ministero dell'Economia,Stipendio base,INAIL,982.46,3673.25
202310,Regione Lazio,Trattenuta sindacale,IRAP,100.52,
202303,Ministero dell'Economia,Trattenuta sindacale,IVA,101.37,575.47
2023-04,Agenzia delle Entrate,Anticipo TFR,IRAP,556.58,2188.87
202200,INAIL,Rimborso spese,IRAP,1048.38,5372.4
202404,non disponibile,Trattenuta sindacale,inail,"€ 1.016,51",4263.86
202305,Comune di Roma,Trattenuta sindacale,IVA,453.48,2062.8
202502,INPS,Stipendio base,IRES,363.30,2081.71
202201,n.a.,Trattenuta sindacale,IRPEF,1040.53,2083.99
Rata 2024,Ministero della Salute,Buoni pasto,ADD_REG,89.31,500.47
202209,Ministero dell'Economia,Stipendio base,IVA,857.34,
2024-04,INPS,Anticipo TFR,INPS,"664,94",2943.73
202311,sconosciuto,Buoni pasto,ADD_COM,396.68,1507.48
202399,Ministero dell'Economia,Premio produttivita,IRPEF,804.43,2448.42
2024-11,INPS,Straordinario,ADD_COM,364.89,826.12
202503,Ministero della Salute,Premio produttivita,INAIL,868.27,5019.04
202307,Ministero della Salute,Straordinario,INAIL,266.01,1195.85
2025-10,Comune di Milano,Anticipo TFR,IVA,N.D.,3506.47
202201,Comune di Milano,Buoni pasto,INAIL,790.12,2499.33
202312,INPS,Rimborso spese,IRES,95.97,298.66
202305,non disponibile,Indennita di funzione,IRAP,935.54,3127.64
202513,Ministero della Salute,Anticipo TFR x,ADD_COM,1137.96,3327.57
202208,Regione Lazio,Indennita di funzione,IRAP,"1.436,31",5733.58
jun-2023,INAIL,Stipendio base,INAIL,344.53,1979.31
202301,Agenzia delle Entrate,Trattenuta sindacale,add_com,352.61,1940.85
202511,Ministero della Salute,Premio produttivita,INPS,"€ 492,00",
08/2023,,Anticipo TFR,IRAP,1341.61,4554.83
jan-2025,Comune di Milano,Premio produttivita,add_reg,639.94,2845.65
202406,Comune di Milano,Buoni pasto x,ADD_REG,487.60,2169.35
202499,Comune di Roma,Anticipo TFR,inps,"1.124,71",5325.57
202506,Ministero dell'Economia,Trattenuta sindacale,IRPEF,N.D.,435.32
202211,Ministero dell'Economia,Trattenuta sindacale,IVA,"€ 845,78",1782.08
202310,Regione Lazio,Indennita di funzione,IVA,"€ 702,78",1619.34
