_id,periodo,cod_comparto,comparto,cod_regione_origine,regione_origine,cod_regione_destinazione,regione_destinazione,trasferimenti_in,trasferimenti_out,saldo,tipologia,data_aggiornamento,note,fonte,Cod Comparto,trasferimenti in
ccb78718487ee90de02dfdb3,202301,2,FUNZIONI LOCALI,06,FRIULI-VENEZIA GIULIA,10,UMBRIA,6,8,-2,Assegnazione temporanea,2025-03-01,,,2,6
9e40b7109454556b4c0755b9,202304,2,FUNZIONI LOCALI,10,UMBRIA,11,MARCHE,9,6,3,Trasferimento d'ufficio,2024-10-26,,,2,9
cfc5c7d741b5addc98e35b23,202304,5,SICUREZZA-DIFESA,04,TRENTINO-ALTO ADIGE,04,TRENTINO-ALTO ADIGE,8,5,3,Comando,2025-02-01,,,5,8
e098f8d0e6ecaf096b9acedf,2023-07,1,FUNZIONI CENTRALI,19,SICILIA,07,LIGURIA,9,4,5,Distacco,2025-09-10,,,1,9
ff11f45213eb486581ba48e3,202407,1,FUNZIONI CENTRALI,20,SARDEGNA,10,UMBRIA,13,15,-2,Mobilita' volontaria,2025-07-29,,,1,13
4ca23054510bc0b6834bcf15,202307,5,SICUREZZA-DIFESA,08,EMILIA-ROMAGNA,08,EMILIA-ROMAGNA,6,7,-1,Passaggio diretto,2024-12-08,,,5,6
528ef783faaba35711772cfe,202305,2,FUNZIONI LOCALI,14,MOLISE,13,ABRUZZO,11,13,-2,Mobilita' volontaria,2024-10-10,,,2,11
b7389aadc8384ca4f43c9833,202311,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,10,UMBRIA,07,LIGURIA,3,7,-4,Passaggio diretto,2024-12-14,,,6,3
f1d6d38cff6174f244035c7a,202405,,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,07,LIGURIA,18,CALABRIA,11,2,9,Passaggio diretto,2024-12-31,,,6,11
5c24e32bc0e034e260157382,202408,2,FUNZIONI LOCALI,14,MOLISE,08,EMILIA-ROMAGNA,10,12,-2,Distacco,2025-08-07,,,2,10
7615863fb5a1474a63032bbf,202409,4,SANITA',15,CAMPANIA,19,SICILIA,12,9,3,Mobilita' volontaria,2024-10-30,,,4,12
773658386b89f47c8b32ec75,202408,3,ISTRUZIONE E RICERCA,16,PUGLIA,15,CAMPANIA,9,5,4,Distacco,2025-01-26,,,3,9
ece9059d7fc9772d01620968,202305,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,07,LIGURIA,15,CAMPANIA,7,9,-2,Distacco,2024-11-08,,,6,7
6fba34b6adbef6558f03d90f,202305,1,FUNZIONI CENTRALI,16,PUGLIA,02,VALLE D'AOSTA,7,8,-1,Mobilita' volontaria,2025-05-20,,,1,7
debae968db76e76117e142d5,202308,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,04,TRENTINO-ALTO ADIGE,03,LOMBARDIA,7,10,-3,Passaggio diretto,2025-01-17,,,6,7
8b7c361e43e58c1401d24e91,202409,3,ISTRUZIONE E RICERCA,06,FRIULI-VENEZIA GIULIA,04,-,6,7,-1,Passaggio diretto,2024-09-26,,,3,6
e3d0a880520fd1cb5e6627b5,202409,5,SICUREZZA-DIFESA,18,CALABRIA,15,CAMPANIA,12,8,14,Comando,08/12/2024,,,5,12
ca4497cdf4c840efc58052ba,202311,1,FUNZIONI CENTRALI,05,VENETO,05,VENETO,11,15,-4,Assegnazione temporanea,2025-01-13,,,1,11
4ec949c63b5628efec343e4d,202408,3,ISTRUZIONE E RICERCA,07,LIGURIA,20,SARDEGNA,6,6,0,Distacco,2024-09-23,,,3,6
59bf77e0fcebc7357cd95170,202312,5,SICUREZZA-DIFESA,06,FRIULI-VENEZIA GIULIA,20,SARDEGNA,7,8,-1,Comando,2024-10-11,,flusso SICO,5,7
2c804a99e61bc09d82bddc26,202403,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,16,PUGLIA,04,TRENTINO-ALTO ADIGE,9,7,2,Trasferimento d'ufficio,2025-03-17,in verifica,,6,9
5d2211de8fb5e0469ed0d04c,202312,1,FUNZIONI CENTRALI,06,FRIULI-VENEZIA GIULIA,01,PIEMONTE,9,6,3,Mobilita' volontaria,2024-11-17,in verifica,,1,9
5be111f927c5c80093278a17,202311,1,FUNZIONI CENTRALI,01,PIEMONTE,11,MARCHE,5,14,-9,Trasferimento d'ufficio,2025-01-08,,,1,5
f67c281d8aa4808abddf3408,202409,3,ISTRUZIONE E RICERCA,01,PIEMONTE,13,ABRUZZO,9,9,0,Distacco,2025-01-26,,,3,9
7df68a86654d69888b5445fa,202305,1,FUNZIONI CENTRALI,11,MARCHE,18,CALABRIA,12,8,4,Comando,2024-09-22,,,1,12
4d010ff53532b4db5baddb39,202409,5,SICUREZZA-DIFESA,17,BASILICATA,19,NULL,10,7,3,Distacco,2025-05-27,,,5,10
0d0c6d2e762724ed20d49545,202306,2,FUNZIONI LOCALI,20,SARDEGNA,08,EMILIA-ROMAGNA,10,12,-2,Mobilita' volontaria,2025-07-12,,,2,10
1dcaaa7dedaf1dc31c711e06,202302,4,SANITA',18,CALABRIA,14,MOLISE,8,5,3,Trasferimento d'ufficio,2024-11-12,,,4,8
f0b80f68e78e14fd805db14b,202309,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,12,LAZIO,12,LAZIO,15,12,3,Comando,2025-01-05,,,6,15
ae2b2bf21809b0c53fad9bbd,202307,4,SANITA',02,VALLE D'AOSTA,03,LOMBARDIA,6,7,23,Passaggio diretto,2025-06-14,,,4,6
8228774a440e994805113bf0,202304,2,FUNZIONI LOCALI,09,TOSCANA,11,MARCHE,9,11,-39,Comando,2025-03-24,,,2,9
85a983b4c9b05875cfcd8627,202309,4,SANITA',19,SICILIA,20,SARDEGNA,8,9,11,Trasferimento d'ufficio,2024-09-15,,,4,8
2dc553a8f2edfb5a97b1ff11,202407,5,SICUREZZA-DIFESA,12,LAZIO,08,EMILIA-ROMAGNA,6,11,-5,Passaggio diretto,2025-05-18,,,5,6
5735148599da73aadacc55bf,202311,1,FUNZIONI CENTRALI,08,EMILIA-ROMAGNA,19,SICILIA,6,5,1,Comando,2025-07-18,,,1,6
4112e7547b593895a93b6a9b,202304,4,,12,LAZIO,11,-,9,11,-2,Trasferimento d'ufficio,2025-01-26,,,4,9
99fda110f15d91964e71faf9,202308,1,FUNZIONI CENTRALI,20,SARDEGNA,02,VALLE D'AOSTA,9,5,4,Distacco,2024-09-13,,,1,9
35e69a060a15e7e8e27345d7,202411,2,FUNZIONI LOCALI,03,LOMBARDIA,09,TOSCANA,13,9,4,Mobilita' volontaria,2025-05-25,,,2,13
9b12a87840671ce06e614aaa,202404,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,06,FRIULI-VENEZIA GIULIA,02,VALLE D'AOSTA,7,4,3,Mobilita' volontaria,28/11/2024,,,6,7
998cf158dd4ef6b81a4517f7,202305,5,,01,PIEMONTE,20,SARDEGNA,9,9,0,Assegnazione temporanea,2024-10-29,,,5,9
04864cf01b8bf55f18f1c3ba,202302,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,09,TOSCANA,13,ABRUZZO,8,9,-1,Comando,2025-09-19,,,6,8
768da5b81f063cdc0574b24b,202304,2,FUNZIONI LOCALI,01,PIEMONTE,06,FRIULI-VENEZIA GIULIA,9,6,3,Assegnazione temporanea,2025-05-09,,,2,9
7670231dc6ab62c0ced838c4,202303,3,ISTRUZIONE E RICERCA,3,LOMBARDIA,13,ABRUZZO,12,2,10,Mobilita' volontaria,15/01/2025,,,3,12
6d4290ba8f705ac9a00ae7db,202304,3,ISTRUZIONE E RICERCA,08,EMILIA-ROMAGNA,17,BASILICATA,9,8,1,Comando,2024-09-13,,,3,9
bcc75ce5da6a97577b68e395,202302,3,ISTRUZIONE E RICERCA,11,MARCHE,20,SARDEGNA,8,5,3,Passaggio diretto,2025-08-04,,,3,8
b6dc7de983c46b04eb702e25,2024-07,4,SANITA',14,MOLISE,05,VENETO,4,12,-8,Distacco,2024-12-18,,,4,4
8bc9f3ca764f33ddd67d60bf,202305,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,15,CAMPANIA,09,TOSCANA,9,8,1,Trasferimento d'ufficio,2025-04-20,,,6,9
3b99be4dc218835300f93354,202305,3,ISTRUZIONE E RICERCA,20,SARDEGNA,12,LAZIO,9,7,2,Comando,2025-07-08,,,3,9
1d5c1abe0c7526652607f4b6,202403,3,ISTRUZIONE E RICERCA,20,SARDEGNA,10,UMBRIA,9,12,-3,Trasferimento d'ufficio,2025-01-02,,,3,9
c7ae81bd594de72619991dfe,202410,2,,5,VENETO,06,FRIULI-VENEZIA GIULIA,10,8,2,Distacco,2025-03-14,,,2,10
bd3ae5256d0fa7cae0720955,202301,3,ISTRUZIONE E RICERCA,10,UMBRIA,10,UMBRIA,9,5,4,Trasferimento d'ufficio,2024-09-19,,,3,9
e0e3c73f07174bd119a00854,202310,3,ISTRUZIONE E RICERCA,17,BASILICATA,15,CAMPANIA,11,10,1,Trasferimento d'ufficio,2025-05-16,,,3,11
ff6fccfbc13fdee32e761e5d,202410,1,FUNZIONI CENTRALI,06,FRIULI-VENEZIA GIULIA,12,LAZIO,8,6,2,Assegnazione temporanea,2025-06-11,,,1,8
8b3611776ef4fcd0c97e79b8,202309,5,SICUREZZA-DIFESA,02,VALLE D'AOSTA,03,LOMBARDIA,8,10,-2,Distacco,2024-10-31,,,5,8
b089365b5b5d7d56a4ddd6c7,202410,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,08,EMILIA-ROMAGNA,12,LAZIO,"5,0",7,-2,Trasferimento d'ufficio,2024-12-02,,,6,5
5d97038fb77a25ccb27f824b,202403,4,SANITA',10,UMBRIA,11,MARCHE,6,5,1,Comando,2024-12-25,,flusso SICO,4,6
650dfc47613aacdd726e367d,202402,2,FUNZIONI LOCALI,01,PIEMONTE,17,BASILICATA,10,9,1,Assegnazione temporanea,2025-05-08,,,2,10
c0e1e8d53c071e6d9ee2fbb7,202311,1,FUNZIONI CENTRALI,03,LOMBARDIA,10,UMBRIA,11,6,5,Distacco,2025-02-22,,,1,11
8e06b487dc58ab6a3c17cfa4,202405,5,SICUREZZA-DIFESA,10,UMBRIA,01,PIEMONTE,10,6,4,Distacco,2025-05-27,,,5,10
50e4ae6357c467fc924de676,202404,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,11,MARCHE,02,VALLE D'AOSTA,6,7,-1,Distacco,2024-11-13,,,6,6
429d4304729a695d0b0a18fe,202404,2,FUNZIONI LOCALI,03,LOMBARDIA,10,UMBRIA,8,10,-2,Distacco,2025-01-26,,,2,8
6513cae46f48dc20568b11f6,202402,4,SANITA',18,CALABRIA,11,MARCHE,9,4,5,Passaggio diretto,2025-06-30,,,4,9
961a0510baca0b1115e35bdf,202403,1,FUNZIONI CENTRALI,09,TOSCANA,08,EMILIA-ROMAGNA,5,9,-4,Trasferimento d'ufficio,2024-11-09,,,1,5
471b5cce6f54f066920aed6c,202403,5,SICUREZZA-DIFESA,16,PUGLIA,07,LIGURIA,10,9,1,Assegnazione temporanea,2025-07-24,,,5,10
9c9f90c8f0b6adab1c7b1be5,202411,6,NULL,01,PIEMONTE,,SARDEGNA,10,10,0,Comando,2025-08-15,,,6,10
c9a8a4fddc01d35c98dcbba5,202305,5,SICUREZZA-DIFESA,15,CAMPANIA,NULL,MOLISE,10,8,2,Distacco,2024-10-05,,,5,10
ba451b835bb31b994090f802,202305,4,SANITA',02,VALLE D'AOSTA,15,CAMPANIA,8,11,35,Trasferimento d'ufficio,2025-08-04,,,4,8
8a80199892cbfb7f78a2ee35,202301,1,FUNZIONI CENTRALI,01,PIEMONTE,11,MARCHE,9,5,4,Passaggio diretto,2025-09-06,,,1,9
0d20752da5502256b786f7db,202406,,SICUREZZA-DIFESA,15,CAMPANIA,10,UMBRIA,10,6,4,Mobilita' volontaria,2025-02-24,,,5,10
24de489f7aeefd18254823bd,202412,1,FUNZIONI CENTRALI,11,MARCHE,20,SARDEGNA,5,6,-1,Assegnazione temporanea,2024-12-24,,,1,5
6b74918978f271569b4a3875,202304,4,SANITA',08,EMILIA-ROMAGNA,06,FRIULI-VENEZIA GIULIA,11,4,7,Trasferimento d'ufficio,2025-07-10,,,4,11
bb3b32d8457a25deb79f02b4,202306,3,ISTRUZIONE E RICERCA,03,LOMBARDIA,19,SICILIA,11,3,8,Comando,2025-06-27,,,3,11
8340c85a42aa21d59fd3b99c,202410,1,FUNZIONI CENTRALI,13,ABRUZZO,19,SICILIA,15,8,7,Trasferimento d'ufficio,2024-09-02,,,1,15
43a656c48afda86cdf59853c,202310,3,ISTRUZIONE E RICERCA,16,PUGLIA,11,MARCHE,"11,0",13,-2,Distacco,2025-09-20,,,3,11
954d203a17202051e5ff221c,202312,1,FUNZIONI CENTRALI,08,EMILIA-ROMAGNA,18,CALABRIA,4,8,-4,Distacco,2024-09-08,,flusso SICO,1,4
109d10ca97708c423754f61d,202408,1,FUNZIONI CENTRALI,19,SICILIA,16,PUGLIA,12,17,-5,Distacco,2025-02-15,,,1,12
5086b3c8fff5ed747ae2c2c9,202406,4,SANITA',03,LOMBARDIA,18,CALABRIA,5,3,2,Comando,28/09/2024,,,4,5
6e20239dd514ca5a18be300f,202304,2,FUNZIONI LOCALI,15,CAMPANIA,10,UMBRIA,8,9,-1,Comando,28/11/2024,,,2,8
67b5a58a53987d914f1470c7,202412,3,ISTRUZIONE E RICERCA,16,PUGLIA,01,PIEMONTE,"8,0",5,3,Assegnazione temporanea,2024-10-20,,,3,8
c6ec468b21c4d91d43cacc80,202307,5,SICUREZZA-DIFESA,17,BASILICATA,,CALABRIA,8,7,1,Distacco,2025-03-28,,,5,8
ddd50da8fc2b033df51dbd73,202309,1,FUNZIONI CENTRALI,18,CALABRIA,20,SARDEGNA,10,7,3,Trasferimento d'ufficio,2025-07-29,,,1,10
6204c6dae6b544fcadad1597,202405,2,FUNZIONI LOCALI,07,LIGURIA,09,TOSCANA,10,8,2,Distacco,2024-11-15,,,2,10
a572712e4f93472625504399,202409,4,SANITA',10,UMBRIA,14,MOLISE,7,8,-1,Assegnazione temporanea,2025-09-15,,,4,7
7bacd517ca2aa4fc9423e0c3,202306,4,SANITA',12,LAZIO,02,VALLE D'AOSTA,8,5,3,Mobilita' volontaria,2025-10-02,,,4,8
b60c5267689cc974e2665c3d,202410,3,ISTRUZIONE E RICERCA,16,PUGLIA,19,SICILIA,14,11,3,Distacco,2025-03-23,,,3,14
7e6905e012d95c453fadbf1b,202405,1,FUNZIONI CENTRALI,08,EMILIA-ROMAGNA,09,TOSCANA,12,6,6,Trasferimento d'ufficio,2025-04-10,,,1,12
454c442e391ffb9a6c84ec0e,202311,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,18,CALABRIA,10,UMBRIA,8,8,0,Trasferimento d'ufficio,2024-09-12,,,6,8
657e8debf7b9b238350b6ca7,202310,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,18,CALABRIA,01,PIEMONTE,6,14,-8,Mobilita' volontaria,2024-10-06,,,6,6
c634177330cc90272c4aa0e2,202405,5,SICUREZZA-DIFESA,20,SARDEGNA,07,LIGURIA,8,11,-3,Distacco,2025-04-30,in verifica,,5,8
e62ec1112835b22866505303,202306,3,ISTRUZIONE E RICERCA,05,VENETO,11,MARCHE,17,6,23,Assegnazione temporanea,2025-08-27,,,3,17
b0471c7836a0fc39f20269bf,202401,4,SANITA',17,BASILICATA,18,CALABRIA,"5,0",12,-8,Comando,28/08/2025,in verifica,,4,5
382497e208425547677f1d81,202402,5,SICUREZZA-DIFESA,16,PUGLIA,16,PUGLIA,9,7,2,Mobilita' volontaria,26/01/2025,,,5,9
33b0a2023ae2e9d4916fe7d7,202402,3,ISTRUZIONE E RICERCA,12,LAZIO,04,TRENTINO-ALTO ADIGE,10,9,1,Comando,19/01/2025,,,3,10
ae74eed69a311a88f8e0569c,202405,3,ISTRUZIONE E RICERCA,18,CALABRIA,01,PIEMONTE,"11,0",10,1,Comando,2025-04-17,,,3,11
02e358c2f194768df699d347,202311,5,SICUREZZA-DIFESA,16,PUGLIA,01,PIEMONTE,"8,0",7,1,Comando,2025-04-03,,,5,8
74b5701bfd039f657d096109,202311,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,17,BASILICATA,12,LAZIO,7,5,2,Distacco,2025-06-30,,,6,7
260e628d4734b0b39000eeeb,202403,2,FUNZIONI LOCALI,11,MARCHE,11,MARCHE,7,5,2,Passaggio diretto,2025-07-06,,,2,7
b75e38cd8f96eca4ffb5cb2c,202410,3,ISTRUZIONE E RICERCA,09,TOSCANA,03,LOMBARDIA,9,8,1,Mobilita' volontaria,2025-03-03,,,3,9
15bbe81809e8140767315bb6,202304,3,ISTRUZIONE E RICERCA,15,CAMPANIA,09,TOSCANA,7,3,4,Assegnazione temporanea,2025-06-23,,,3,7
82c180e482f80177efae818a,202303,4,SANITA',17,BASILICATA,08,EMILIA-ROMAGNA,6,7,-1,Trasferimento d'ufficio,2024-12-31,,,4,6
8038dcb48862f9c344ec7e5d,202404,2,FUNZIONI LOCALI,14,MOLISE,NULL,FRIULI-VENEZIA GIULIA,7,8,-1,Comando,25/10/2024,,,2,7
bd6ae112fc6932350c250ff9,202312,1,FUNZIONI CENTRALI,08,EMILIA-ROMAGNA,13,ABRUZZO,9,9,0,Assegnazione temporanea,2025-01-15,,,1,9
05e8a25d783b7e8a9c947dd6,202408,3,ISTRUZIONE E RICERCA,19,SICILIA,03,LOMBARDIA,10,5,5,Trasferimento d'ufficio,2024-09-27,,,3,10
e5b9c7bfb8f77b381d3d7a79,202307,3,ISTRUZIONE E RICERCA,16,PUGLIA,09,TOSCANA,12,4,8,Comando,2024-12-25,,,3,12
d0f3bb6bf962491e7b48f4a7,202407,4,SANITA',16,PUGLIA,05,VENETO,5,9,-4,Distacco,2025-09-12,,,4,5
7032ff2fc29748fc8e721054,202409,2,FUNZIONI LOCALI,19,SICILIA,13,ABRUZZO,9,9,0,Assegnazione temporanea,2025-01-07,,,2,9
73704fdccde83169016a7182,202405,1,FUNZIONI CENTRALI,08,EMILIA-ROMAGNA,08,EMILIA-ROMAGNA,16,9,7,Assegnazione temporanea,2024-11-07,,,1,16
f2f8ad50cb76f1370667309a,202309,1,FUNZIONI CENTRALI,04,TRENTINO-ALTO ADIGE,08,EMILIA-ROMAGNA,"6,0",8,-2,Distacco,2024-10-08,,,1,6
2f686cfc3e451c760ae3c7f9,202410,2,FUNZIONI LOCALI,07,LIGURIA,15,CAMPANIA,"8,0",1,7,Assegnazione temporanea,2025-02-16,,,2,8
e8560fd8460b5664db440250,202305,5,SICUREZZA-DIFESA,11,MARCHE,NULL,CALABRIA,7,8,-1,Assegnazione temporanea,2025-01-01,,,5,7
3b546647c2159917c3126154,202301,2,FUNZIONI LOCALI,09,TOSCANA,14,MOLISE,8,9,-1,Distacco,2025-02-05,,,2,8
a42ff752b6bade86e755d936,202409,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,03,LOMBARDIA,06,FRIULI-VENEZIA GIULIA,9,12,-3,Assegnazione temporanea,2025-03-20,,,6,9
e221d132f375621b163623b8,202406,4,SANITA',05,VENETO,04,TRENTINO-ALTO ADIGE,9,7,2,Distacco,2025-02-25,,,4,9
0fd066ad479a58c7a38fda62,202407,1,FUNZIONI CENTRALI,19,SICILIA,18,CALABRIA,8,6,2,Passaggio diretto,2025-03-20,,,1,8
3e2c4f43220b14d945499ddc,202304,1,FUNZIONI CENTRALI,06,FRIULI-VENEZIA GIULIA,14,MOLISE,10,6,4,Mobilita' volontaria,2024-11-29,,,1,10
a1224b7e3d6f361af4974f22,202312,3,ISTRUZIONE E RICERCA,09,TOSCANA,-,MOLISE,9,6,3,Comando,2025-01-29,,,3,9
c74927bef390ebe223e2e0f6,202309,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,02,VALLE D'AOSTA,18,CALABRIA,9,8,1,Distacco,2025-02-23,,,6,9
3f959c1cf9a37ae09414c9da,202301,5,SICUREZZA-DIFESA,12,LAZIO,06,FRIULI-VENEZIA GIULIA,8,7,1,Comando,2024-12-28,,,5,8
efe7816e8145919fa1bd552c,202410,3,ISTRUZIONE E RICERCA,03,LOMBARDIA,20,SARDEGNA,8,3,5,Assegnazione temporanea,2025-02-19,,,3,8
0cef632ef2beeece71d9d145,202412,1,FUNZIONI CENTRALI,18,CALABRIA,20,SARDEGNA,"8,0",8,0,Comando,2025-02-24,,,1,8
f514d19c77c8e7b3eadb4d7d,202311,4,SANITA',12,LAZIO,17,BASILICATA,7,12,-5,Distacco,2025-02-26,,,4,7
11ab841d2e753ed34bca845c,202308,3,ISTRUZIONE E RICERCA,09,TOSCANA,10,UMBRIA,6,12,-6,Trasferimento d'ufficio,2025-06-22,,,3,6
e1d2fa61dedbefc3b101b34a,202403,5,SICUREZZA-DIFESA,12,LAZIO,14,MOLISE,11,6,5,Assegnazione temporanea,2025-04-01,,,5,11
43a83e4488a5eaa5e13fe407,202309,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,05,VENETO,06,FRIULI-VENEZIA GIULIA,6,10,-4,Mobilita' volontaria,2025-01-11,,,6,6
0ccc0e18a4858aacaf6293e5,202412,2,FUNZIONI LOCALI,07,LIGURIA,05,VENETO,11,11,0,Assegnazione temporanea,2025-06-12,,,2,11
95f77489b2e0550a24ce8089,202309,5,SICUREZZA-DIFESA,08,EMILIA-ROMAGNA,13,ABRUZZO,8,3,5,Assegnazione temporanea,2024-09-24,,,5,8
f1b2757e62386ae31a212ec5,202308,1,FUNZIONI CENTRALI,07,LIGURIA,06,,8,10,-2,Distacco,2025-05-13,,,1,8
6f9eb4b86211f2c26aa9942b,202308,1,FUNZIONI CENTRALI,11,MARCHE,11,MARCHE,8,5,3,Comando,31/01/2025,,,1,8
5298884b1e8f9c944f2c46d8,202309,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,20,SARDEGNA,14,MOLISE,9,8,1,Assegnazione temporanea,2024-11-06,,,6,9
8dbe2a3bd2103472bb9bf024,202301,3,ISTRUZIONE E RICERCA,05,VENETO,15,CAMPANIA,"12,0",5,7,Passaggio diretto,2025-08-27,,,3,12
2e2b191e66ce3c07ffcb565a,202312,4,SANITA',05,VENETO,07,LIGURIA,10,8,2,Comando,2025-10-04,,,4,10
d2483c70a63e81d93296b124,202301,1,FUNZIONI CENTRALI,15,CAMPANIA,15,CAMPANIA,14,11,3,Distacco,2024-11-11,,,1,14
9925854c11121b94afeeb8e8,202311,1,FUNZIONI CENTRALI,08,EMILIA-ROMAGNA,03,LOMBARDIA,12,9,3,Mobilita' volontaria,2025-09-05,,,1,12
eee9963a94b8d1fe68319f44,202311,2,FUNZIONI LOCALI,20,SARDEGNA,18,CALABRIA,7,7,0,Distacco,2025-05-13,,,2,7
361b69a6a38b26163633bba4,202407,2,FUNZIONI LOCALI,05,VENETO,05,VENETO,9,11,-2,Trasferimento d'ufficio,2025-06-25,,,2,9
8062bad6709c54edc7fd0060,202304,2,FUNZIONI LOCALI,02,VALLE D'AOSTA,13,ABRUZZO,8,10,-2,Passaggio diretto,2025-05-28,,,2,8
aaf8f186c8b4e71d02e23efe,202306,3,ISTRUZIONE E RICERCA,19,SICILIA,15,CAMPANIA,10,3,7,Passaggio diretto,2024-11-02,,,3,10
6ca083c05b3168a0040808f9,202308,5,SICUREZZA-DIFESA,19,SICILIA,08,EMILIA-ROMAGNA,6,8,-2,Trasferimento d'ufficio,2024-10-05,,,5,6
980df21093f97ffb0c804645,202307,3,ISTRUZIONE E RICERCA,6,FRIULI-VENEZIA GIULIA,09,TOSCANA,13,13,0,Trasferimento d'ufficio,2025-03-09,,,3,13
58733572d7ff4d698955f335,202401,1,FUNZIONI CENTRALI,18,CALABRIA,06,FRIULI-VENEZIA GIULIA,9,5,4,Comando,2025-08-25,,,1,9
0b14e93bc93520bd8c9b4452,202402,2,FUNZIONI LOCALI,08,EMILIA-ROMAGNA,02,VALLE D'AOSTA,10,11,-1,Passaggio diretto,2025-03-29,,,2,10
6a0cc78efb2197727ac565d7,202402,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,05,VENETO,16,PUGLIA,7,9,-2,Passaggio diretto,2024-11-09,,,6,7
d834e9ca50eb3886642b6a3d,202405,1,FUNZIONI CENTRALI,17,BASILICATA,01,PIEMONTE,7,10,-3,Comando,2025-06-30,,,1,7
8c1ffedd3e5333f7186c7241,202301,4,SANITA',06,FRIULI-VENEZIA GIULIA,03,LOMBARDIA,9,9,-18,Trasferimento d'ufficio,2024-11-08,,,4,9
e3b969e3e477bc52643e24c1,202306,1,FUNZIONI CENTRALI,13,ABRUZZO,06,FRIULI-VENEZIA GIULIA,4,4,0,Trasferimento d'ufficio,2025-04-02,,,1,4
e3bc44eddb3820e1beabb6c2,202310,1,FUNZIONI CENTRALI,08,EMILIA-ROMAGNA,07,LIGURIA,14,13,1,Assegnazione temporanea,2025-04-23,,,1,14
603d666d24545b331f8c2e11,202310,2,FUNZIONI LOCALI,03,LOMBARDIA,06,FRIULI-VENEZIA GIULIA,11,8,3,Comando,2025-02-20,,,2,11
6cb0233103b19869fb5d5a9e,202301,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,11,MARCHE,01,PIEMONTE,10,10,0,Trasferimento d'ufficio,2025-04-06,,,6,10
a1c7e3049286cd5d88366207,202308,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,16,PUGLIA,10,UMBRIA,6,6,0,Trasferimento d'ufficio,2024-11-01,,,6,6
cc415538eaca9d8e944c882d,202407,4,SANITA',12,LAZIO,07,LIGURIA,7,11,-4,Distacco,2025-08-24,,,4,7
f0081c4b09baa8e9a78c1129,202312,4,SANITA',19,SICILIA,14,MOLISE,10,3,5,Comando,2024-11-09,,,4,10
d36a0863758dd250255cd4ea,202302,1,FUNZIONI CENTRALI,01,PIEMONTE,03,LOMBARDIA,9,6,3,Trasferimento d'ufficio,2025-09-05,,,1,9
6d07c732da6c52b602c54b53,202409,5,SICUREZZA-DIFESA,07,LIGURIA,12,LAZIO,10,8,2,Assegnazione temporanea,2025-02-12,,,5,10
4724fc7868b3269548c4a889,202405,4,SANITA',06,FRIULI-VENEZIA GIULIA,20,SARDEGNA,6,3,3,Trasferimento d'ufficio,2025-08-04,,,4,6
39ea34cec68d97bb7e41e83e,202406,1,FUNZIONI CENTRALI,17,BASILICATA,13,ABRUZZO,11,0,11,Assegnazione temporanea,2024-10-14,,,1,11
fa05cebbe907005c280a6cba,202402,1,FUNZIONI CENTRALI,11,MARCHE,15,CAMPANIA,10,4,6,Comando,2024-11-06,,,1,10
6fa1ce9023a96e17765fe6f8,202404,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,09,TOSCANA,12,LAZIO,5,6,-1,Assegnazione temporanea,2025-05-14,,,6,5
3faabb06ddd5f88d87aa6e94,2023-09,4,SANITA',17,BASILICATA,16,PUGLIA,9,14,-5,Passaggio diretto,2025-06-22,,,4,9
7c9e5df209c3753aaacdb847,202404,5,SICUREZZA-DIFESA,03,LOMBARDIA,02,VALLE D'AOSTA,12,6,6,Comando,2024-09-13,,,5,12
0a4d832a751799daaa744548,202312,6,VIGILI DEL FUOCO E SOCCORSO PUBBLICO,17,BASILICATA,20,SARDEGNA,11,5,6,Passaggio diretto,2024-10-06,,,6,11
de341e4b46c6cd509a429836,202305,3,ISTRUZIONE E RICERCA,10,UMBRIA,18,CALABRIA,"4,0",7,-3,Trasferimento d'ufficio,2025-06-24,,,3,4
e7ba8d5277dea1c7263fdf6e,202304,5,SICUREZZA-DIFESA,05,VENETO,15,CAMPANIA,10,13,-3,Assegnazione temporanea,2025-07-06,,,5,10
